IdComunidad;IdProvincia;IdMunicipio;IdEntidadMenor;Nombre;Hoja;Cuadricula;Huso;X;Y
1;1;9;5;ARRIOLA;;;;;
1;1;9;6;EGINO;;;;;
1;1;9;7;GORDOA;;;;;
1;1;9;8;IBARGUREN;;;;;
1;1;9;9;ILARDUIA;;;;;
1;1;9;10;URABAIN;;;;;
1;1;10;1;AÑES;;;;;
1;1;10;2;AGIÑIGA;;;;;
1;1;10;3;BEOTEGI;;;;;
1;1;10;4;COSTERA;;;;;
1;1;10;5;ETXEGOIEN;;;;;
1;1;10;6;ERBI;;;;;
1;1;10;7;IZORIA;;;;;
1;1;10;8;LEJARZO;;;;;
1;1;10;9;LLANTENO;;;;;
1;1;10;10;LUJO;;;;;
1;1;10;11;LUIAONDO;;;;;
1;1;10;12;MADARIA;;;;;
1;1;10;13;MAROÑO;;;;;
1;1;10;14;MENAGARAI;;;;;
1;1;10;15;MENOIO;;;;;
1;1;10;16;MURGA;;;;;
1;1;10;17;OZEKA;;;;;
1;1;10;18;OLABEZAR;;;;;
1;1;10;19;QUEJANA/KEXAA;;;;;
1;1;10;20;ARESPALDITZA/RESPALDIZA;;;;;
1;1;10;21;RETES DE LLANTENO;;;;;
1;1;10;22;SALMANTÓN;;;;;
1;1;10;23;SOJO;;;;;
1;1;10;24;ZUAZA;;;;;
1;1;11;1;BAÑOS DE EBRO/MAÑUETA;;;;;
1;1;13;1;AUDIKANA;;;;;
1;1;13;2;DALLO;;;;;
1;1;13;3;ETXABARRI-URTUPIÑA;;;;;
1;1;13;4;ELGEA;;;;;
1;1;13;5;ETURA;;;;;
1;1;13;6;GARAYO;;;;;
1;1;13;7;GUEVARA;;;;;
1;1;13;8;HEREDIA;;;;;
1;1;13;9;HERMUA;;;;;
1;1;13;10;LARREA;;;;;
1;1;13;11;MARIETA-LARRINZAR;;;;;
1;1;13;12;MARIETA;;;;;
1;1;13;13;MATURANA;;;;;
1;1;13;14;MENDIJUR;;;;;
1;1;13;15;OZAETA;;;;;
1;1;13;16;URIZAR;;;;;
1;1;13;17;ZUAZOLA;;;;;
1;1;14;1;BERANTEVILLA;;;;;
1;1;14;2;ESCANZANA;;;;;
1;1;14;3;LACERVILLA;;;;;
1;1;14;4;MIJANCAS;;;;;
1;1;14;5;SANTA CRUZ FIERRO;;;;;
1;1;14;6;SANTURDE;;;;;
1;1;14;7;TOBERA;;;;;
1;1;14;8;LACORZANILLA;;;;;
1;1;16;1;ANGOSTINA;;;;;
1;1;16;2;ARLUZEA;;;;;
1;1;16;3;BERNEDO;;;;;
1;1;16;4;BERROZI;;;;;
1;1;16;5;IZARTZA;;;;;
1;1;16;6;MARKINEZ;;;;;
1;1;16;7;NAVARRETE;;;;;
1;1;16;8;OKINA;;;;;
1;1;16;9;KINTANA;;;;;
1;1;16;10;SAN ROMAN DE CAMPEZO;;;;;
1;1;16;11;URARTE;;;;;
1;1;16;12;URTURI;;;;;
1;1;16;13;VILLAFRIA;;;;;
1;1;17;1;ANTOÑANA;;;;;
1;1;17;2;BUJANDA;;;;;
1;1;17;3;ORBISO;;;;;
1;1;17;4;OTEO;;;;;
1;1;17;5;SANTA CRUZ DE CAMPEZO;;;;;
1;1;18;1;ACOSTA/OKOIZTIA;;;;;
1;1;18;2;APODAKA;;;;;
1;1;18;3;BERRIKANO;;;;;
1;1;18;4;BURUAGA;;;;;
1;1;18;5;ZESTAFE;;;;;
1;1;18;6;ETXAGUEN (ZIGOITIA);;;;;
1;1;18;7;ETXABARRI-IBIÑA;;;;;
1;1;18;8;ERIBE;;;;;
1;1;18;9;GOPEGI;;;;;
1;1;18;10;LARRINOA;;;;;
1;1;18;11;LETONA;;;;;
1;1;18;12;MANURGA;;;;;
1;1;18;13;MENDAROZKETA;;;;;
1;1;18;14;MURUA;;;;;
1;1;18;15;OLANO;;;;;
1;1;18;16;ONDATEGI;;;;;
1;1;18;17;ZAITEGI;;;;;
1;1;18;18;DISEMINADOS DE ZIGOITIA;;;;;
1;1;19;1;KRIPAN;;;;;
1;1;20;1;ANDA;;;;;
1;1;20;2;ANDAGOIA;;;;;
1;1;20;3;APRIKANO;;;;;
1;1;20;4;ARCHUA;;;;;
1;1;20;5;ARRIANO;;;;;
1;1;20;6;KATADIANO;;;;;
1;1;20;7;ETXABARRI-KUARTANGO;;;;;
1;1;20;8;GUILLARTE;;;;;
1;1;20;9;IÑURRIETA;;;;;
1;1;20;10;JOKANO;;;;;
1;1;20;11;LUNA;;;;;
1;1;20;12;MARINDA;;;;;
1;1;20;13;SANTA EULALIA;;;;;
1;1;20;14;SENDADIANO;;;;;
1;1;20;15;TORTURA;;;;;
1;1;20;16;URIBARRI-KUARTANGO;;;;;
1;1;20;17;URBINA DE BASABE;;;;;
1;1;20;18;URBINA EZA;;;;;
1;1;20;19;VILLAMANCA;;;;;
1;1;20;20;ZUHATZU-KUARTANGO;;;;;
1;1;21;1;AÑUA;;;;;
1;1;21;2;ARBULO/ARBULU;;;;;
1;1;21;3;ARGOMANIZ;;;;;
1;1;21;4;ELBURGO/BURGELU;;;;;
1;1;21;5;GACETA;;;;;
1;1;21;6;HIJONA/IXONA;;;;;
1;1;21;7;ORENIN;;;;;
1;1;21;99;GUEVARA-ECHAVARRI;;;;;
1;1;22;1;ELCIEGO;;;;;
1;1;23;1;ELVILLAR;;;;;
1;1;27;1;ACILU;;;;;
1;1;27;2;ALAITZA;;;;;
1;1;27;3;ARRIETA;;;;;
1;1;27;4;ERENCHUN;;;;;
1;1;27;5;EZQUERECOCHA;;;;;
1;1;27;6;GACEO;;;;;
1;1;27;7;GAUNA;;;;;
1;1;27;8;GUEREÑU;;;;;
1;1;27;9;JAUREGUI;;;;;
1;1;27;10;LANGARICA;;;;;
1;1;27;11;TROKONIZ;;;;;
1;1;28;1;LABASTIDA;;;;;
1;1;28;2;SALINILLAS DE  BURADON;;;;;
1;1;30;1;LAGRAN;;;;;
1;1;30;2;PIPAON;;;;;
1;1;30;3;VILLAVERDE;;;;;
1;1;31;1;EL CAMPILLAR;;;;;
1;1;31;2;LAGUARDIA;;;;;
1;1;31;3;LASERNA;;;;;
1;1;31;4;PAGANOS;;;;;
1;1;32;1;ASSA;;;;;
1;1;32;2;LANCIEGO/LANTZIEGO;;;;;
1;1;32;3;VIÑASPRE;;;;;
1;1;33;1;LAPUEBLA DE  LABARCA;;;;;
1;1;34;1;LEZA;;;;;
1;1;36;1;LLODIO;;;;;
1;1;37;1;ALETXA;;;;;
1;1;37;2;APÉLLANIZ/APINAIZ;;;;;
1;1;37;3;ARENAZA;;;;;
1;1;37;4;ATAURI;;;;;
1;1;37;5;AZACETA;;;;;
1;1;37;6;CICUJANO;;;;;
1;1;37;7;KORRES;;;;;
1;1;37;8;IBISATE;;;;;
1;1;37;9;LEORZA;;;;;
1;1;37;10;MAEZTU/MAESTU;;;;;
1;1;37;11;MUSITU;;;;;
1;1;37;12;ONRAITA;;;;;
1;1;37;13;ROITEGUI;;;;;
1;1;37;14;SABANDO;;;;;
1;1;37;15;VIRGALA MAYOR;;;;;
1;1;37;16;VIRGALA MENOR;;;;;
1;1;39;1;MOREDA DE ALAVA;;;;;
1;1;41;1;NAVARIDAS;;;;;
1;1;42;1;OKONDO;;;;;
1;1;42;2;SAN ROMAN;;;;;
1;1;42;3;SAN ROMAN;;;;;
1;1;42;4;UGALDE;;;;;
1;1;42;5;VILLACHICA;;;;;
1;1;42;6;ZUDIVIARTE;;;;;
1;1;43;1;BARRIOBUSTO;;;;;
1;1;43;2;LABRAZA;;;;;
1;1;43;3;OYON-OION;;;;;
1;1;44;1;BAROJA;;;;;
1;1;44;2;FAIDO;;;;;
1;1;44;3;LOZA;;;;;
1;1;44;4;MONTORIA;;;;;
1;1;44;5;PAYUETA;;;;;
1;1;44;6;PEÑACERRADA-URIZAHARRA;;;;;
1;1;46;1;ANTEZANA DE LA  RIBERA;;;;;
1;1;46;2;ANUCITA;;;;;
1;1;46;3;ARBIGANO;;;;;
1;1;46;4;ARREO;;;;;
1;1;46;5;ARTAZA;;;;;
1;1;46;6;BARRON;;;;;
1;1;46;7;BASQUIÑUELAS;;;;;
1;1;46;8;CAICEDO-SOPEÑA;;;;;
1;1;46;9;CASTILLO-SOPEÑA;;;;;
1;1;46;10;ESCOTA;;;;;
1;1;46;11;HEREÑA;;;;;
1;1;46;12;LASIERRA;;;;;
1;1;46;13;LASIERRA;;;;;
1;1;46;14;LECIÑANA OCA;;;;;
1;1;46;15;MORILLAS;;;;;
1;1;46;16;MIMBREDO;;;;;
1;1;46;17;MORILLAS;;;;;
1;1;46;18;NUVILLA;;;;;
1;1;46;19;ORMIJANA;;;;;
1;1;46;20;PAUL;;;;;
1;1;46;21;POBES;;;;;
1;1;46;22;SAN MIGUEL;;;;;
1;1;46;23;SUBIJANA MORILLAS;;;;;
1;1;46;24;TUYO;;;;;
1;1;46;25;VILLABEZANA;;;;;
1;1;46;26;VILLALUENGA;;;;;
1;1;46;27;VILLAMBROSA;;;;;
1;1;46;28;VILORIA;;;;;
1;1;46;50;LACOZMONTE;;;;;
1;1;47;1;MELLEDES;;;;;
1;1;47;2;QUINTANILLA RIBERA;;;;;
1;1;47;3;RIBABELLOSA;;;;;
1;1;47;4;RIBAGUDA;;;;;
1;1;47;5;RIBABELLOSA;;;;;
1;1;47;6;RIBAGUDA;;;;;
1;1;47;12;IGAI;;;;;
1;1;47;15;MANZANOS;;;;;
1;1;49;1;ATIEGA/ATIAGA;;;;;
1;1;49;2;SALINAS DE AÑANA/GESALTZA-AÑANA;;;;;
1;1;51;1;ALANGUA;;;;;
1;1;51;2;ARRIZALA;;;;;
1;1;51;3;EGUILEOR;;;;;
1;1;51;4;ITURRIETA;;;;;
1;1;51;5;OPACUA;;;;;
1;1;51;6;SALVATIERRA O AGURAIN;;;;;
1;1;51;91;ENTZIA;;;;;
1;1;52;1;SAMANIEGO;;;;;
1;1;53;1;ADANA;;;;;
1;1;53;2;ASPURU/AXPURU;;;;;
1;1;53;3;BARRIA;;;;;
1;1;53;4;TXINTXETRU;;;;;
1;1;53;5;EGIRAZ;;;;;
1;1;53;6;GALARRETA;;;;;
1;1;53;7;LUZURIAGA;;;;;
1;1;53;8;MEZKIA;;;;;
1;1;53;9;MUNAIN;;;;;
1;1;53;10;NARBAXA;;;;;
1;1;53;11;OKARIZ;;;;;
1;1;53;12;ERDOÑANA;;;;;
1;1;53;13;S.ROMAN S.MILLAN;;;;;
1;1;53;14;ULLIBARRO-JAUREGI;;;;;
1;1;53;15;BIKUÑA;;;;;
1;1;53;16;ZUAZO S. MILLAN;;;;;
1;1;54;1;ABEZIA;;;;;
1;1;54;2;ABORNIKANO;;;;;
1;1;54;3;APREGINDANA;;;;;
1;1;54;4;BELUNTZA;;;;;
1;1;54;5;GOIURI-ONDONA;;;;;
1;1;54;6;INOSO;;;;;
1;1;54;7;IZARRA;;;;;
1;1;54;8;LARRAZKETA;;;;;
1;1;54;9;ONDONA;;;;;
1;1;54;10;OIARDO;;;;;
1;1;54;11;UNTZAGA;;;;;
1;1;54;12;UZKIANO;;;;;
1;1;54;54;OZ;;;;;
1;1;55;1;ACEBEDO;;;;;
1;1;55;2;ASTULEZ;;;;;
1;1;55;3;BACHICABO;;;;;
1;1;55;4;BARRIO;;;;;
1;1;55;5;BASABE;;;;;
1;1;55;6;BELLOJIN;;;;;
1;1;55;7;BOVEDA;;;;;
1;1;55;8;CARANCA;;;;;
1;1;55;9;KARKAMU;;;;;
1;1;55;10;CORRO;;;;;
1;1;55;11;ESPEJO;;;;;
1;1;55;12;FRESNEDA;;;;;
1;1;55;13;GUINEA;;;;;
1;1;55;14;GURENDES;;;;;
1;1;55;15;LAHOZ;;;;;
1;1;55;16;LALASTRA;;;;;
1;1;55;17;MIOMA;;;;;
1;1;55;18;NOGRARO;;;;;
1;1;55;19;OSMA;;;;;
1;1;55;20;PINEDO;;;;;
1;1;55;21;QUEJO;;;;;
1;1;55;22;QUINTANILLA;;;;;
1;1;55;23;RIBERA;;;;;
1;1;55;24;TOBILLAS;;;;;
1;1;55;25;TUESTA;;;;;
1;1;55;26;VALLUERCA;;;;;
1;1;55;27;VILLAMADERNE;;;;;
1;1;55;28;VILLAMARDONES;;;;;
1;1;55;29;VILLANAÑE;;;;;
1;1;55;30;VILLANUEVA DE VALDEGOVIA;;;;;
1;1;56;1;ALDA;;;;;
1;1;56;2;CONTRASTA;;;;;
1;1;56;3;SAN VICENTE DE ARANA/DONE BIKENDI HARANA;;;;;
1;1;56;4;ULLIBARRI-ARANA/URIBARRI-HARANA;;;;;
1;1;56;5;PARZONERIA ITURRIETA;;;;;
1;1;56;6;ENTZIA;;;;;
1;1;57;1;VILLABUENA ALAVA/ESKUERNAGA;;;;;
1;1;58;1;ELOSU;;;;;
1;1;58;2;GOIAIN;;;;;
1;1;58;3;NAFARRATE;;;;;
1;1;58;4;URBINA;;;;;
1;1;58;5;URRUNAGA;;;;;
1;1;58;6;LEGUTIANO;;;;;
1;1;59;1;VITORIA-GASTEIZ;;;;;
1;1;59;2;ABERASTURI;;;;;
1;1;59;3;EHARI/ALI;;;;;
1;1;59;4;AMARITA;;;;;
1;1;59;5;ANDOLLU;;;;;
1;1;59;6;ANTEZANA;;;;;
1;1;59;7;ARÁNGUIZ/ARANGIZ;;;;;
1;1;59;8;ARCAUTE;;;;;
1;1;59;9;ARCAYA;;;;;
1;1;59;10;ARECHAVALETA;;;;;
1;1;59;11;ARGANDOÑA;;;;;
1;1;59;12;ARIÑEZ;;;;;
1;1;59;13;ARMENTIA;;;;;
1;1;59;14;ARRIAGA;;;;;
1;1;59;15;ARTAZA DE FORONDA;;;;;
1;1;59;16;ASCARZA;;;;;
1;1;59;17;ASTEGUIETA;;;;;
1;1;59;18;BERROSTEGUIETA;;;;;
1;1;59;19;BETOÑO;;;;;
1;1;59;20;BOLIVAR;;;;;
1;1;59;21;CASTILLO/GAZTELU;;;;;
1;1;59;22;ZERIO;;;;;
1;1;59;23;CRISPIJANA/KRISPIÑANA;;;;;
1;1;59;24;ELORRIAGA;;;;;
1;1;59;25;ESKIBEL;;;;;
1;1;59;26;ESTARRONA;;;;;
1;1;59;27;FORONDA;;;;;
1;1;59;28;GAMARRA MAYOR;;;;;
1;1;59;29;GAMARRA MENOR;;;;;
1;1;59;30;GAMIZ;;;;;
1;1;59;31;GARDELEGI;;;;;
1;1;59;32;GOBEO;;;;;
1;1;59;33;GOMETXA;;;;;
1;1;59;34;GEREÑA;;;;;
1;1;59;35;HUETO ABAJO;;;;;
1;1;59;36;HUETO ARRIBA;;;;;
1;1;59;37;ILARRATZA;;;;;
1;1;59;38;JUNGITU;;;;;
1;1;59;39;LASARTE;;;;;
1;1;59;40;LEGARDA;;;;;
1;1;59;41;LERMANDA;;;;;
1;1;59;42;LOPIDANA;;;;;
1;1;59;43;LUBIANO;;;;;
1;1;59;44;MANDOIANA;;;;;
1;1;59;45;MARGARITA;;;;;
1;1;59;46;MARTIODA;;;;;
1;1;59;47;MATAUKO;;;;;
1;1;59;48;MENDIGUREN;;;;;
1;1;59;49;MENDIOLA;;;;;
1;1;59;50;MENDOZA;;;;;
1;1;59;51;MIÑANO MAYOR;;;;;
1;1;59;52;MIÑANO MENOR;;;;;
1;1;59;53;MONASTERIOGUREN;;;;;
1;1;59;54;OREITIA;;;;;
1;1;59;55;OTAZA;;;;;
1;1;59;56;OTAZU;;;;;
1;1;59;57;RETANA;;;;;
1;1;59;58;SUBIJANA DE ALAVA/SUBILLANA-GASTEIZ;;;;;
1;1;59;59;ULLIBARRI DE LOS OLLEROS/URIBARRI NAGUSIA;;;;;
1;1;59;60;ULLIBARRI-ARRAZUA;;;;;
1;1;59;61;ULLIBARRI-VIÑA/URIBARRI-DIBIÑA;;;;;
1;1;59;62;VILLAFRANCA;;;;;
1;1;59;63;ABETXUKO;;;;;
1;1;59;64;YURRE;;;;;
1;1;59;65;ZUAZO DE VITORIA/ZUHATZU;;;;;
1;1;59;66;ZUMELZU/ZUMELTZU;;;;;
1;1;60;1;YÉCORA;;;;;
1;1;61;1;ZALDUONDO;;;;;
1;1;62;1;BERGANZO;;;;;
1;1;62;2;OCIO;;;;;
1;1;62;3;PORTILLA;;;;;
1;1;62;4;ZAMBRANA;;;;;
1;1;63;1;ALTUBE;;;;;
1;1;63;2;AMETZAGA (ZUIA);;;;;
1;1;63;3;APERREGI;;;;;
1;1;63;4;ARECHAGA;;;;;
1;1;63;5;ZIORROGA;;;;;
1;1;63;6;DOMAIKIA;;;;;
1;1;63;7;GUILLERNA/GILIERNA;;;;;
1;1;63;8;JUGO;;;;;
1;1;63;9;LUQUIANO;;;;;
1;1;63;10;MARKINA;;;;;
1;1;63;11;MURGUIA;;;;;
1;1;63;12;SARRIA;;;;;
1;1;63;13;BITORIANO;;;;;
1;1;63;14;ZARATE;;;;;
1;1;803;1;PARZONERIA DE ENTZIA;;;;;
1;1;804;0;NO DETERMINADA;;;;;
1;1;805;0;NO DETERMINADA;;;;;
1;1;806;0;NO DETERMINADA;;;;;
1;1;807;0;NO DETERMINADA;;;;;
1;1;808;0;NO DETERMINADA;;;;;
1;1;809;0;NO DETERMINADA;;;;;
1;1;810;0;NO DETERMINADA;;;;;
1;1;812;0;NO DETERMINADA;;;;;
1;1;813;0;NO DETERMINADA;;;;;
1;1;814;0;NO DETERMINADA;;;;;
1;1;815;0;NO DETERMINADA;;;;;
1;1;816;0;NO DETERMINADA;;;;;
1;1;901;1;MONTEVITE;;;;;
1;1;901;2;NANCLARES DE LA OCA;;;;;
1;1;901;3;OLLAVARRE;;;;;
1;1;901;4;TRESPUENTES;;;;;
1;1;901;5;VILLODAS;;;;;
1;1;902;1;ALCEDO;;;;;
1;1;902;2;BERGÜENDA;;;;;
1;1;902;3;CAICEDO DE YUSO;;;;;
1;1;902;4;COMUNION;;;;;
1;1;902;5;FONTECHA;;;;;
1;1;902;6;LECIÑANA DEL CAMINO/LEZIÑANA;;;;;
1;1;902;7;MOLINILLA;;;;;
1;1;902;9;PUENTELARRA;;;;;
1;1;902;10;SALCEDO;;;;;
1;1;902;11;SOBRON;;;;;
1;1;902;12;TURISO;;;;;
1;1;902;13;ZUBILLAGA;;;;;
1;1;999;0;NO DETERMINADA;;;;;
1;20;1;1;ABALTZISKETA;;;;;
1;20;2;1;ADUNA;;;;;
1;20;3;1;AIZARNAZABAL;;;;;
1;20;3;2;ETXABE;;;;;
1;20;3;3;ETXEZARRETA;;;;;
1;20;3;4;MUGITZAGAINA;;;;;
1;20;3;5;SAIATZ;;;;;
1;20;3;6;ZUBIALDEA;;;;;
1;20;4;1;ALBIZTUR;;;;;
1;20;5;1;ALEGIA;;;;;
1;20;5;2;ERROTALDEA;;;;;
1;20;5;3;LANGAURREALDEA;;;;;
1;20;6;1;ALKIZA;;;;;
1;20;7;1;ALTZO;;;;;
1;20;8;1;AMEZKETA;;;;;
1;20;8;2;UGARTE;;;;;
1;20;8;3;ERGOIENA;;;;;
1;20;9;1;ANDOAIN;;;;;
1;20;9;2;BURUNTZA;;;;;
1;20;9;5;GOIBURU o SAN ESTEBAN;;;;;
1;20;9;6;LEIZOTZ;;;;;
1;20;9;7;SORABILLA;;;;;
1;20;10;1;ANOETA;;;;;
1;20;11;1;ANTZUOLA;;;;;
1;20;12;1;ARAMA;;;;;
1;20;13;1;AOZARATZA;;;;;
1;20;13;2;ARKARAZO;;;;;
1;20;13;3;ARETXABALETA;;;;;
1;20;13;4;AREANTZA;;;;;
1;20;13;5;APOTZAGA-ETXEBARRI;;;;;
1;20;13;6;GALARTZA;;;;;
1;20;13;7;GOROETA;;;;;
1;20;13;8;IZURIETA;;;;;
1;20;13;9;LARRINO;;;;;
1;20;13;10;ORO;;;;;
1;20;14;1;ASTEASU;;;;;
1;20;14;2;BEBALLARA;;;;;
1;20;14;3;ELIZMENDI;;;;;
1;20;14;4;ERREKABALLARA;;;;;
1;20;14;5;GOIBALLARA;;;;;
1;20;14;6;UPAZAN;;;;;
1;20;15;1;AIA;;;;;
1;20;15;2;SAN GREGORIO;;;;;
1;20;15;3;SAN MARTÍN;;;;;
1;20;16;1;ALTZOLA;;;;;
1;20;16;2;ANDATZA;;;;;
1;20;16;3;AIA;;;;;
1;20;16;4;ELKANO;;;;;
1;20;16;5;IRURETAEGIA;;;;;
1;20;16;6;LAURGAIN;;;;;
1;20;16;7;OLASKOEGIA;;;;;
1;20;16;8;SANTIO ERREKA;;;;;
1;20;16;9;URDANETA;;;;;
1;20;16;10;ARRUTIEGIA;;;;;
1;20;16;11;ETXETABALLA;;;;;
1;20;16;12;KURPIDEA;;;;;
1;20;17;1;ARRIETA-MENDI;;;;;
1;20;17;2;AZKOITIA;;;;;
1;20;17;3;IZARRAITZ;;;;;
1;20;17;4;ORMAOLA-MENDI;;;;;
1;20;18;1;AZPEITIA;;;;;
1;20;18;2;LOIOLA;;;;;
1;20;18;3;NUARBE;;;;;
1;20;18;4;URRESTILLA;;;;;
1;20;18;5;ARATZ ERREKA;;;0;0;0
1;20;19;1;ARATZ-MATXINBENTA;;;;;
1;20;19;2;ARRIARAN;;;;;
1;20;19;3;ASTIGARRETA;;;;;
1;20;19;4;BEASAIN;;;;;
1;20;19;5;GARIN;;;;;
1;20;19;6;ALTAMIRA;;;;;
1;20;19;7;ANTZIZAR;;;;;
1;20;19;8;BEASAINMENDI;;;;;
1;20;19;9;GUDUGARRETA;;;;;
1;20;19;10;LOINATZ;;;;;
1;20;19;11;UGARTEMENDI;;;;;
1;20;19;12;SALBATORE;;;;;
1;20;20;1;BEIZAMA;;;;;
1;20;21;1;BELAUNTZA;;;;;
1;20;22;1;BERASTEGI;;;;;
1;20;22;2;ELDUA;;;;;
1;20;23;1;BERROBI;;;;;
1;20;24;2;BIDANIA;;;;;
1;20;24;3;GOIATZ;;;;;
1;20;25;1;ARRIETA;;;;;
1;20;25;2;BARREN-ALDEA;;;;;
1;20;25;3;ZEGAMA;;;;;
1;20;25;4;GOIALDEA;;;;;
1;20;25;5;OLARAN;;;;;
1;20;26;1;ZERAIN;;;;;
1;20;27;1;AIZARNA;;;;;
1;20;27;2;ARROA-GOIA;;;;;
1;20;27;3;ARROA-BEHEA;;;;;
1;20;27;4;ZESTOA;;;;;
1;20;27;5;IRAETA;;;;;
1;20;27;6;ENDOIA;;;;;
1;20;27;7;LASAO;;;;;
1;20;28;1;ZIZURKIL;;;;;
1;20;28;2;ELBARRENA;;;;;
1;20;29;1;DEBA;;;;;
1;20;29;2;ITZIAR;;;;;
1;20;29;3;LASTUR;;;;;
1;20;30;1;AGINAGA;;;;;
1;20;30;2;ARRATE;;;;;
1;20;30;3;EIBAR;;;;;
1;20;30;4;MALTZAGA;;;;;
1;20;31;1;ELDUAIN;;;;;
1;20;32;1;ALZOLA;;;;;
1;20;32;2;ELGOIBAR;;;;;
1;20;32;4;SAN LORENZO;;;;;
1;20;32;5;SAN MIGUEL;;;;;
1;20;32;6;SAN PEDRO;;;;;
1;20;32;7;SAN ROKE;;;;;
1;20;33;1;ELGETA;;;;;
1;20;34;1;APOTZAGA;;;;;
1;20;34;2;BOLIBAR;;;;;
1;20;34;3;ESKORIATZA;;;;;
1;20;34;4;GELLAO;;;;;
1;20;34;5;MARIN;;;;;
1;20;34;6;MAZMELA;;;;;
1;20;34;7;MENDIOLA;;;;;
1;20;34;8;ZARIMUTZ;;;;;
1;20;35;1;ITSASO-ALEGIA;;;;;
1;20;35;2;EZKIO;;;;;
1;20;35;3;ITSASO;;;;;
1;20;35;4;MATXIMENTA;;;;;
1;20;35;5;MANDUBIA;;;;;
1;20;35;6;SANTA LUTZI-ANDUAGA;;;;;
1;20;36;1;AKARTEGI;;;;;
1;20;36;2;ARKOLLA;;;;;
1;20;36;3;LA KOSTA;;;;;
1;20;36;4;HONDARRIBIA;;;;;
1;20;36;5;JAITZUBIA;;;;;
1;20;36;6;PORTUA;;;;;
1;20;36;7;GORNUTZ-MONTAÑA;;;;;
1;20;36;8;MUGONDO;;;;;
1;20;36;9;ZIMIZARGA;;;;;
1;20;37;1;GAINTZA;;;;;
1;20;38;1;ALEGIA;;;;;
1;20;38;2;AZTIRIA;;;;;
1;20;38;3;GABIRIA;;;;;
1;20;39;1;ASKIZU;;;;;
1;20;39;2;EITZAGA;;;;;
1;20;39;3;GETARIA;;;;;
1;20;39;4;MEAGA;;;;;
1;20;39;5;SAN PRUDENTZIO;;;;;
1;20;40;1;AKERREGI;;;;;
1;20;40;2;EZIAGO;;;;;
1;20;40;3;EPELE;;;;;
1;20;40;4;EREÑOTZU;;;;;
1;20;40;5;HERNANI;;;;;
1;20;40;6;JAUREGI;;;;;
1;20;40;8;MARTINDEGI;;;;;
1;20;40;9;OSINAGA;;;;;
1;20;40;10;PAGOAGA;;;;;
1;20;40;11;SANTA BARBARA;;;;;
1;20;40;12;ZIKUINAGA;;;;;
1;20;41;1;HERNIALDE;;;;;
1;20;42;1;IBARRA;;;;;
1;20;43;1;IDIAZABAL;;;;;
1;20;43;2;URSUARAN;;;;;
1;20;44;2;IKAZTEGIETA;;;;;
1;20;45;1;BIDASOA;;;;;
1;20;45;2;IRUN;;;;;
1;20;46;1;IRURA;;;;;
1;20;47;2;ITSASONDO;;;;;
1;20;48;1;LARRAUL;;;;;
1;20;49;1;LAZKAO;;;;;
1;20;49;2;LAZKAOMENDI;;;;;
1;20;49;3;SENPERE;;;;;
1;20;49;4;ZUBIERREKA;;;;;
1;20;50;1;TXARAMA;;;;;
