IdMotivacion;IdIdioma;Descripcion;IdCodigoEuropa;DescripcionEuropa
441;3;Os incendios provocados por cambiar o prezo da madeira;ES_411;Fires started to reduce the price of wood
441;4;Incendis provocats per fer modificar el preu de la fusta;ES_411;Fires started to reduce the price of wood
441;5;Incendis provocats per fer modificar el preu de la fusta;ES_411;Fires started to reduce the price of wood
442;0;Incendios provocados para obtener un beneficio (salarios, notoriedad, etc) en su extinción o en la restauración posterior de las superficies incendiadas;ES_409;Fires set to get a job in the fire fighting brigades or in the post-fire restoration works of damaged areas
442;1;Incendis provocats per obtenir benefici (salaris,notorietat,etc) en la seva extinció o en la restauració posterior de les superfícies incendiades;ES_409;Fires set to get a job in the fire fighting brigades or in the post-fire restoration works of damaged areas
442;2;Prestazio bat lortzeko suak (soldatak, ospea, etab.) Desagertzearen ondorioz, edo gainazal erreek berreskuratzean;ES_409;Fires set to get a job in the fire fighting brigades or in the post-fire restoration works of damaged areas
442;3;Incendios causados ??para obter un beneficio (salarios, notoriedade, etc.) na súa extinción ou na posterior restauración de superficies queimadas;ES_409;Fires set to get a job in the fire fighting brigades or in the post-fire restoration works of damaged areas
442;4;Incendis provocats per obtenir benefici (salaris,notorietat,etc) en la seva extinció o en la restauració posterior de les superfícies incendiades;ES_409;Fires set to get a job in the fire fighting brigades or in the post-fire restoration works of damaged areas
442;5;Incendis provocats per obtenir benefici (salaris,notorietat,etc) en la seva extinció o en la restauració posterior de les superfícies incendiades;ES_409;Fires set to get a job in the fire fighting brigades or in the post-fire restoration works of damaged areas
443;0;Incendios provocados para forzar la resolución de Consorcios o Convenios;ES_421;Fires started with the will to force the resolution of Consortiums or Agreements
443;1;Incendis provocats per forçar la resolució de Consorcis o convenis;ES_421;Fires started with the will to force the resolution of Consortiums or Agreements
443;2;Partzuergo edo Hitzarmenen ebazpena indartzeko sortutako suteak;ES_421;Fires started with the will to force the resolution of Consortiums or Agreements
443;3;Incendios forzados a forzar a resolución dos Consorcios ou Acordos;ES_421;Fires started with the will to force the resolution of Consortiums or Agreements
443;4;Incendis provocats per forçar la resolució de Consorcis o convenis;ES_421;Fires started with the will to force the resolution of Consortiums or Agreements
443;5;Incendis provocats per forçar la resolució de Consorcis o convenis;ES_421;Fires started with the will to force the resolution of Consortiums or Agreements
444;0;Incendios provocados para favorecer la producción de productos del monte (setas, etc.);ES_420;Fires started to facilitate the production of forest products
444;1;Incendis provocats per afavorir la producció de productes de la muntanya (bolets, etc.);ES_420;Fires started to facilitate the production of forest products
444;2;Baso-produktuak ekoizteko (perretxikoak, eta abar) sustatzeko sortutako suteak.;ES_420;Fires started to facilitate the production of forest products
444;3;Incendios provocados para favorecer a produción de produtos forestais (cogomelos, etc.);ES_420;Fires started to facilitate the production of forest products
444;4;Incendis provocats per afavorir la producció de productes de la muntanya (bolets, etc.);ES_420;Fires started to facilitate the production of forest products
444;5;Incendis provocats per afavorir la producció de productes de la muntanya (bolets, etc.);ES_420;Fires started to facilitate the production of forest products
451;0;Incendios provocados para crear malestar y alarma social;ES_413;Fires started by political groups to create social unrest
451;1;Incendis provocats per crear malestar i alarma social;ES_413;Fires started by political groups to create social unrest
451;2;Suteak eragin ditzake ondoeza eta alarma soziala sortzeko;ES_413;Fires started by political groups to create social unrest
451;3;Incendios provocados para crear malestar e alarma social;ES_413;Fires started by political groups to create social unrest
451;4;Incendis provocats per crear malestar i alarma social;ES_413;Fires started by political groups to create social unrest
451;5;Incendis provocats per crear malestar i alarma social;ES_413;Fires started by political groups to create social unrest
452;0;Incendios provocados por animadversión contra repoblaciones forestales;ES_414;Fires started due to the rejection towards reforestacion works
452;1;Incendis provocats per animadversió contra repoblacions forestals;ES_414;Fires started due to the rejection towards reforestacion works
452;2;Incendis provocats per animadversió contra repoblacions forestals;ES_414;Fires started due to the rejection towards reforestacion works
452;3;Incendios causados pola animosidade contra a reforestación forestal;ES_414;Fires started due to the rejection towards reforestacion works
452;4;Incendis provocats per animadversió contra repoblacions forestals;ES_414;Fires started due to the rejection towards reforestacion works
452;5;Incendis provocats per animadversió contra repoblacions forestals;ES_414;Fires started due to the rejection towards reforestacion works
453;0;Incendios provocados por rechazo a la creación o existencia de Espacios Naturales Protegidos;ES_416;Fires started due to the rejection of the creation of new Natural Protected Areas or against the existing ones
453;1;Incendis provocats per rebuig a la creació o existència dEspais Naturals Protegits;ES_416;Fires started due to the rejection of the creation of new Natural Protected Areas or against the existing ones
453;2;Suteak babestutako Espazioen sorrera edo izatearen baztertzea eragindako suak;ES_416;Fires started due to the rejection of the creation of new Natural Protected Areas or against the existing ones
453;3;Incendios provocados polo rexeitamento á creación ou a existencia de espazos naturais protexidos;ES_416;Fires started due to the rejection of the creation of new Natural Protected Areas or against the existing ones
453;4;Incendis provocats per rebuig a la creació o existència dEspais Naturals Protegits;ES_416;Fires started due to the rejection of the creation of new Natural Protected Areas or against the existing ones
453;5;Incendis provocats per rebuig a la creació o existència dEspais Naturals Protegits;ES_416;Fires started due to the rejection of the creation of new Natural Protected Areas or against the existing ones
461;0;Incendios provocados por represalia al reducirse las inversiones públicas en los montes;ES_408;Fires started in retaliation for the reduction of public investment in forests
461;1;Incendis provocats per represàlia en reduir les inversions públiques en les muntanyes;ES_408;Fires started in retaliation for the reduction of public investment in forests
461;2;Os incendios provocados pola represalia a medida que se reducen os investimentos públicos nas montañas;ES_408;Fires started in retaliation for the reduction of public investment in forests
461;3;Os incendios provocados pola represalia a medida que se reducen os investimentos públicos nas montañas;ES_408;Fires started in retaliation for the reduction of public investment in forests
461;4;Incendis provocats per represàlia en reduir les inversions públiques en les muntanyes;ES_408;Fires started in retaliation for the reduction of public investment in forests
461;5;Incendis provocats per represàlia en reduir les inversions públiques en les muntanyes;ES_408;Fires started in retaliation for the reduction of public investment in forests
462;0;Incendios provocados por resentimiento contra expropiaciones;ES_422;Fires started due to resentment against expropriations or compulsory purchases
462;1;Incendis provocats per ressentiment contra expropiacions;ES_422;Fires started due to resentment against expropriations or compulsory purchases
462;2;Salbuespenak desjabetzeen kontrako erresumak eragindakoak;ES_422;Fires started due to resentment against expropriations or compulsory purchases
462;3;Incendios provocados por resentimento contra expropiacións;ES_422;Fires started due to resentment against expropriations or compulsory purchases
462;4;Incendis provocats per ressentiment contra expropiacions;ES_422;Fires started due to resentment against expropriations or compulsory purchases
462;5;Incendis provocats per ressentiment contra expropiacions;ES_422;Fires started due to resentment against expropriations or compulsory purchases
463;0;Incendios provocados como represalia por multas impuestas;ES_423;Fires started as rvenge for imposed fines
463;1;Incendis provocats com a represàlia per multes imposades;ES_423;Fires started as rvenge for imposed fines
463;2;Inposatutako isunak jarritako salaketak eragindako suteak;ES_423;Fires started as rvenge for imposed fines
463;3;Incendios provocados en represalia por multas impostas;ES_423;Fires started as rvenge for imposed fines
463;4;Incendis provocats com a represàlia per multes imposades;ES_423;Fires started as rvenge for imposed fines
463;5;Incendis provocats com a represàlia per multes imposades;ES_423;Fires started as rvenge for imposed fines
464;0;Incendios provocados por venganzas ;ES_403;Fires set for revenge purposes
464;1;Incendis provocats per venjances;ES_403;Fires set for revenge purposes
464;2;Mendekua eragindako suteak;ES_403;Fires set for revenge purposes
464;3;Incendios provocados por vinganza;ES_403;Fires set for revenge purposes
464;4;Incendis provocats per venjances;ES_403;Fires set for revenge purposes
464;5;Incendis provocats per venjances;ES_403;Fires set for revenge purposes
471;0;Incendios provocados para distraer a la Guardia Civil o la Policía;ES_415;Fires started by delinquents or demonstrators to distract the security forces, Civil Guard or Police
471;1;Incendis provocats per distreure la Guàrdia Civil o la Policia;ES_415;Fires started by delinquents or demonstrators to distract the security forces, Civil Guard or Police
471;2;Guardia Zibilak edo Poliziak oztopatzeko sortutako suteak;ES_415;Fires started by delinquents or demonstrators to distract the security forces, Civil Guard or Police
471;3;Incendios provocados para distraer a Garda Civil ou a Policía;ES_415;Fires started by delinquents or demonstrators to distract the security forces, Civil Guard or Police
471;4;Incendis provocats per distreure la Guàrdia Civil o la Policia;ES_415;Fires started by delinquents or demonstrators to distract the security forces, Civil Guard or Police
471;5;Incendis provocats per distreure la Guàrdia Civil o la Policia;ES_415;Fires started by delinquents or demonstrators to distract the security forces, Civil Guard or Police
472;0;Incendios provocados para reclamar la presencia de policía o Guardia Civil  o llamar la atención de autoridades sobre un problema (zonas con prostitución, drogadicción, etc);ES_499;Other purposes
472;1;Incendis provocats per reclamar la presència de policia o guàrdia civil o cridar latenció dautoritats sobre un problema (zones amb prostitució, drogoaddicció, etc.);ES_499;Other purposes
472;2;Polizia edo Guardia Zibilaren presentzia eskatzeko suak eragindako suizidioak edo agintariek arazoei deitzen diete (prostituzioa, drogen mendekotasuna, etab.).;ES_499;Other purposes
472;3;Os incendios provocados por reclamar a presenza de policías ou da Garda Civil ou chamar a atención das autoridades sobre un problema (áreas con prostitución, drogadicción, etc.);ES_499;Other purposes
472;4;Incendis provocats per reclamar la presència de policia o guàrdia civil o cridar latenció dautoritats sobre un problema (zones amb prostitució, drogoaddicció, etc.);ES_499;Other purposes
472;5;Incendis provocats per reclamar la presència de policia o guàrdia civil o cridar latenció dautoritats sobre un problema (zones amb prostitució, drogoaddicció, etc.);ES_499;Other purposes
481;0;Incendios provocados para contemplar las labores de extinción;ES_418;Fires started with the aim of contemplating the fire fighting tasks
481;1;Incendis provocats per contemplar les tasques dextinció;ES_418;Fires started with the aim of contemplating the fire fighting tasks
481;2;Desagertzeko lana aztertzeko sortutako suteak;ES_418;Fires started with the aim of contemplating the fire fighting tasks
481;3;Incendios provocados para contemplar o traballo de extinción;ES_418;Fires started with the aim of contemplating the fire fighting tasks
481;4;Incendis provocats per contemplar les tasques dextinció;ES_418;Fires started with the aim of contemplating the fire fighting tasks
481;5;Incendis provocats per contemplar les tasques dextinció;ES_418;Fires started with the aim of contemplating the fire fighting tasks
482;0;Incendios provocados por vandalismo (gamberradas,etc);ES_419;Fires due to acts of vandalism
482;1;Incendis provocats per vandalisme (bretolades, etc);ES_419;Fires due to acts of vandalism
482;2;Vandalismoak eragindako suteak (hooligans, eta abar);ES_419;Fires due to acts of vandalism
482;3;Incendios causados por vandalismo (hooligans, etc);ES_419;Fires due to acts of vandalism
482;4;Incendis provocats per vandalisme (bretolades, etc);ES_419;Fires due to acts of vandalism
482;5;Incendis provocats per vandalisme (bretolades, etc);ES_419;Fires due to acts of vandalism
483;0;Incendios provocados por enfermos mentales (pirómanos y otras);ES_410;Fires started due to pyromaniacs (mentally ill people)
483;1;Incendis provocats per malalts mentals (piròmans i altres);ES_410;Fires started due to pyromaniacs (mentally ill people)
483;2;Paziente mentala (arsonists eta beste batzuk) eragindako suteak;ES_410;Fires started due to pyromaniacs (mentally ill people)
483;3;Incendios causados por pacientes mentais (incendiarios e outros);ES_410;Fires started due to pyromaniacs (mentally ill people)
483;4;Incendis provocats per malalts mentals (piròmans i altres);ES_410;Fires started due to pyromaniacs (mentally ill people)
483;5;Incendis provocats per malalts mentals (piròmans i altres);ES_410;Fires started due to pyromaniacs (mentally ill people)
484;0;Incendios provocados en ritos pseudoreligiosos o satánicos;ES_417;Fires started during pseudo-religious or satanic rites
484;1;Incendis provocats en ritus pseudoreligiosos o satànics;ES_417;Fires started during pseudo-religious or satanic rites
484;2;Errito pseudo-erlijio edo satanikoetan eragindako suteak;ES_417;Fires started during pseudo-religious or satanic rites
484;3;Firos provocados en ritos pseudo-relixiosos ou satánicos;ES_417;Fires started during pseudo-religious or satanic rites
484;4;Incendis provocats en ritus pseudoreligiosos o satànics;ES_417;Fires started during pseudo-religious or satanic rites
484;5;Incendis provocats en ritus pseudoreligiosos o satànics;ES_417;Fires started during pseudo-religious or satanic rites
499;0;Otras motivaciones (conocidas) ;ES_499;Other purposes
499;1;Altres motivacions (conegudes);ES_499;Other purposes
499;2;Beste motibazio (ezagunak);ES_499;Other purposes
499;3;Outras motivacións (coñecidas);ES_499;Other purposes
499;4;Altres motivacions (conegudes);ES_499;Other purposes
499;5;Altres motivacions (conegudes);ES_499;Other purposes
