IdCatalogoMonte;NumCatalogo;IdComunidad;IdProvincia;IdMunicipio;IdDemanialMonte;IdTitularidadMonte;Descripcion;Propietario;EsProtector;EsConsorciado
28588;0200807;1;1;8;4;2;Monte S.C.de Landa;Landa E.L.M.;False;False
28589;0200808;1;1;8;4;2;Monte S.C.de Luko;Luko E.L.M.;False;False
28590;0200809;1;1;8;4;2;Monte S.C.de Mendibil;Mendibil E.L.M.;False;False
28591;0200810;1;1;8;4;2;Monte S.C.de Nanclares Gamboa;Nanclares Gamboa E.L.M.;False;False
28592;0200811;1;1;8;4;2;Monte S.C.de Uribarri Gamboa;Uribarri Gamboa E.L.M.;False;False
28593;0200812;1;1;8;4;2;Monte S.C.de Zurbano;Zurbano E.L.M.;False;False
28594;0200893;1;1;8;4;2;Monte S.C.de San Martín;San Martín E.L.M.;False;False
28595;0200900;1;1;9;4;2;Monte S.C. del Ayuntamiento;Asparrena;False;False
28596;0200901;1;1;9;4;2;Monte S.C.de Albeniz;Albeniz E.L.M.;False;False
28597;0200902;1;1;9;4;2;Monte S.C.de Ametzaga;Ametzaga E.L.M.;False;False
28598;0200903;1;1;9;4;2;Monte S.C.de Andoin;Andoin E.L.M.;False;False
28599;0200904;1;1;9;4;2;Monte S.C.de Araia;Araia E.L.M.;False;False
28600;0200905;1;1;9;4;2;Monte S.C.de Arriola;Arriola E.L.M.;False;False
28601;0200906;1;1;9;4;2;Monte S.C.de Egino;Egino E.L.M.;False;False
28602;0200907;1;1;9;4;2;Monte S.C.de Gordoa;Gordoa E.L.M.;False;False
28603;0200908;1;1;9;4;2;Monte S.C.de Ibarguren;Ibarguren E.L.M.;False;False
28604;0200909;1;1;9;4;2;Monte S.C.de Ilarduia;Ilarduia E.L.M.;False;False
28605;0200910;1;1;9;4;2;Monte S.C.de Urabain;Urabain E.L.M.;False;False
28606;0201000;1;1;10;4;2;Monte S.C. del Ayuntamiento;Aiara/ayala;False;False
28607;0201001;1;1;10;4;2;Monte S.C.de Añes;Añes E.L.M.;False;False
28608;0201002;1;1;10;4;2;Monte S.C.de Agiñiga;Agiñiga E.L.M.;False;False
28609;0201003;1;1;10;4;2;Monte S.C.de Beotegi;Beotegi E.L.M.;False;False
28610;0201004;1;1;10;4;2;Monte S.C.de Costera;Costera E.L.M.;False;False
28611;0201005;1;1;10;4;2;Monte S.C.de Etxegoien;Etxegoien E.L.M.;False;False
28612;0201006;1;1;10;4;2;Monte S.C.de Erbi;Erbi E.L.M.;False;False
28613;0201007;1;1;10;4;2;Monte S.C.de Izoria;Izoria E.L.M.;False;False
28614;0201008;1;1;10;4;2;Monte S.C.de Lejarzo;Lejarzo E.L.M.;False;False
28615;0201009;1;1;10;4;2;Monte S.C.de Llanteno;Llanteno E.L.M.;False;False
28616;0201010;1;1;10;4;2;Monte S.C.de Lujo;Lujo E.L.M.;False;False
28617;0201011;1;1;10;4;2;Monte S.C.de Luiaondo;Luiaondo E.L.M.;False;False
28618;0201012;1;1;10;4;2;Monte S.C.de Madaria;Madaria E.L.M.;False;False
28619;0201013;1;1;10;4;2;Monte S.C.de Maroño;Maroño E.L.M.;False;False
28620;0201014;1;1;10;4;2;Monte S.C.de Menagarai;Menagarai E.L.M.;False;False
28621;0201015;1;1;10;4;2;Monte S.C.de Menoio;Menoio E.L.M.;False;False
28622;0201016;1;1;10;4;2;Monte S.C.de Murga;Murga E.L.M.;False;False
28623;0201017;1;1;10;4;2;Monte S.C.de Ozeka;Ozeka E.L.M.;False;False
28624;0201018;1;1;10;4;2;Monte S.C.de Olabezar;Olabezar E.L.M.;False;False
28625;0201019;1;1;10;4;2;Monte S.C.de Quejana/Kexaa;Quejana/Kexaa E.L.M.;False;False
28626;0201020;1;1;10;4;2;Monte S.C.de Arespalditza/Respaldiza;Arespalditza/Respaldiza E.L.M.;False;False
28627;0201021;1;1;10;4;2;Monte S.C.de Retes de Llanteno;Retes de Llanteno E.L.M.;False;False
28628;0201022;1;1;10;4;2;Monte S.C.de Salmantón;Salmantón E.L.M.;False;False
28629;0201023;1;1;10;4;2;Monte S.C.de Sojo;Sojo E.L.M.;False;False
28630;0201024;1;1;10;4;2;Monte S.C.de Zuaza;Zuaza E.L.M.;False;False
28631;0201100;1;1;11;4;2;Monte S.C. del Ayuntamiento;Mañueta/Baños de Ebro;False;False
28632;0201101;1;1;11;4;2;Monte S.C. de Baños de Ebro;Baños de ebro/Mañueta E.L.M.;False;False
28633;0201300;1;1;13;4;2;Monte S.C. del Ayuntamiento;Barrundia;False;False
28634;0201301;1;1;13;4;2;Monte S.C.de Audikana;Audikana E.L.M.;False;False
28635;0201302;1;1;13;4;2;Monte S.C.de Dallo;Dallo E.L.M.;False;False
28636;0201303;1;1;13;4;2;Monte S.C.de Etxabarri-Urtupiña;Etxabarri-Urtupiña E.L.M.;False;False
28637;0201304;1;1;13;4;2;Monte S.C.de Elgea;Elgea E.L.M.;False;False
28638;0201305;1;1;13;4;2;Monte S.C.de Etura;Etura E.L.M.;False;False
28639;0201306;1;1;13;4;2;Monte S.C.de Garayo;Garayo E.L.M.;False;False
28640;0201307;1;1;13;4;2;Monte S.C.de Guevara;Guevara E.L.M.;False;False
28641;0201308;1;1;13;4;2;Monte S.C.de Heredia;Heredia E.L.M.;False;False
28642;0201309;1;1;13;4;2;Monte S.C.de Hermua;Hermua E.L.M.;False;False
28643;0201310;1;1;13;4;2;Monte S.C.de Larrea;Larrea E.L.M.;False;False
28644;0201311;1;1;13;4;2;Monte S.C.de Marieta-Larrinzar;Marieta-Larrinzar E.L.M.;False;False
28645;0201312;1;1;13;4;2;Monte S.C.de Marieta;Marieta E.L.M.;False;False
28646;0201313;1;1;13;4;2;Monte S.C.de Maturana;Maturana E.L.M.;False;False
28647;0201314;1;1;13;4;2;Monte S.C.de Mendijur;Mendijur E.L.M.;False;False
28648;0201315;1;1;13;4;2;Monte S.C.de Ozaeta;Ozaeta E.L.M.;False;False
28649;0201316;1;1;13;4;2;Monte S.C.de Urizar;Urizar E.L.M.;False;False
28650;0201317;1;1;13;4;2;Monte S.C.de Zuazola;Zuazola E.L.M.;False;False
28651;0201400;1;1;14;4;2;Monte S.C. del Ayuntamiento;Berantevilla;False;False
28652;0201401;1;1;14;4;2;Monte S.C.de Berantevilla;Berantevilla E.L.M.;False;False
28653;0201402;1;1;14;4;2;Monte S.C.de Escanzana;Escanzana E.L.M.;False;False
28654;0201403;1;1;14;4;2;Monte S.C.de Lacervilla;Lacervilla E.L.M.;False;False
28655;0201404;1;1;14;4;2;Monte S.C.de Mijancas;Mijancas E.L.M.;False;False
28656;0201405;1;1;14;4;2;Monte S.C.de Santa Cruz Fierro;Santa Cruz Fierro E.L.M.;False;False
28657;0201406;1;1;14;4;2;Monte S.C.de Santurde;Santurde E.L.M.;False;False
28658;0201407;1;1;14;4;2;Monte S.C.de Tobera;Tobera E.L.M.;False;False
28659;0201408;1;1;14;4;2;Monte S.C.de Lacorzanilla;Lacorzanilla E.L.M.;False;False
28660;0201600;1;1;16;4;2;Monte S.C. del Ayuntamiento;Bernedo;False;False
28661;0201601;1;1;16;4;2;Monte S.C.de Angostina;Angostina E.L.M.;False;False
28662;0201602;1;1;16;4;2;Monte S.C.de Arluzea;Arluzea E.L.M.;False;False
28663;0201603;1;1;16;4;2;Monte S.C.de Bernedo;Bernedo E.L.M.;False;False
28664;0201604;1;1;16;4;2;Monte S.C.de Berrozi;Berrozi E.L.M.;False;False
28665;0201605;1;1;16;4;2;Monte S.C.de Izartza;Izartza E.L.M.;False;False
28666;0201606;1;1;16;4;2;Monte S.C.de Markinez;Markinez E.L.M.;False;False
28667;0201607;1;1;16;4;2;Monte S.C.de Navarrete;Navarrete E.L.M.;False;False
28668;0201608;1;1;16;4;2;Monte S.C.de Okina;Okina E.L.M.;False;False
28669;0201609;1;1;16;4;2;Monte S.C.de Kintana;Kintana E.L.M.;False;False
28670;0201610;1;1;16;4;2;Monte S.C.de San Roman de Campezo;San Roman de Campezo E.L.M.;False;False
28671;0201611;1;1;16;4;2;Monte S.C.de Urarte;Urarte E.L.M.;False;False
28672;0201612;1;1;16;4;2;Monte S.C.de Urturi;Urturi E.L.M.;False;False
28673;0201613;1;1;16;4;2;Monte S.C.de Villafria;Villafria E.L.M.;False;False
28674;0201700;1;1;17;4;2;Monte S.C. del Ayuntamiento;Kanpezu/Campezo;False;False
28675;0201701;1;1;17;4;2;Monte S.C.de Antoñana;Antoñana E.L.M.;False;False
28676;0201702;1;1;17;4;2;Monte S.C.de Bujanda;Bujanda E.L.M.;False;False
28677;0201703;1;1;17;4;2;Monte S.C.de Orbiso;Orbiso E.L.M.;False;False
28678;0201704;1;1;17;4;2;Monte S.C.de Oteo;Oteo E.L.M.;False;False
28679;0201705;1;1;17;4;2;Monte S.C.de Santa Cruz de Campezo;Santa Cruz de Campezo E.L.M.;False;False
28680;0201800;1;1;18;4;2;Monte S.C. del Ayuntamiento;Zigoitia;False;False
28681;0201801;1;1;18;4;2;Monte S.C.de Acosta/Okoiztia;Acosta/okoiztia E.L.M.;False;False
28682;0201802;1;1;18;4;2;Monte S.C.de Apodaka;Apodaka E.L.M.;False;False
28683;0201803;1;1;18;4;2;Monte S.C.de Berrikano;Berrikano E.L.M.;False;False
28684;0201804;1;1;18;4;2;Monte S.C.de Buruaga;Buruaga E.L.M.;False;False
28685;0201805;1;1;18;4;2;Monte S.C.de Zestafe;Zestafe E.L.M.;False;False
28686;0201806;1;1;18;4;2;Monte S.C.de Etxaguen (zigoitia);Etxaguen (zigoitia) E.L.M.;False;False
28687;0201807;1;1;18;4;2;Monte S.C.de Etxabarri-ibiña;Etxabarri-ibiña E.L.M.;False;False
28688;0201808;1;1;18;4;2;Monte S.C.de Eribe;Eribe E.L.M.;False;False
28689;0201809;1;1;18;4;2;Monte S.C.de Gopegi;Gopegi E.L.M.;False;False
28690;0201810;1;1;18;4;2;Monte S.C.de Larrinoa;Larrinoa E.L.M.;False;False
28691;0201811;1;1;18;4;2;Monte S.C.de Letona;Letona E.L.M.;False;False
28692;0201812;1;1;18;4;2;Monte S.C.de Manurga;Manurga E.L.M.;False;False
28693;0201813;1;1;18;4;2;Monte S.C.de Mendarozketa;Mendarozketa E.L.M.;False;False
28694;0201814;1;1;18;4;2;Monte S.C.de Murua;Murua E.L.M.;False;False
28695;0201815;1;1;18;4;2;Monte S.C.de Olano;Olano E.L.M.;False;False
28696;0201816;1;1;18;4;2;Monte S.C.de Ondategi;Ondategi E.L.M.;False;False
28697;0201817;1;1;18;4;2;Monte S.C.de Zaitegi;Zaitegi E.L.M.;False;False
28698;0201818;1;1;18;4;2;Monte S.C.de Diseminados de Zigoitia;Diseminados de Zigoitia E.L.M.;False;False
28699;0201900;1;1;19;4;2;Monte S.C. del Ayuntamiento;Kripan;False;False
28700;0201901;1;1;19;4;2;Monte S.C.de Kripan;Kripan E.L.M.;False;False
28701;0202000;1;1;20;4;2;Monte S.C. del Ayuntamiento;Kuartango;False;False
28702;0202001;1;1;20;4;2;Monte S.C.de Anda;Anda E.L.M.;False;False
28703;0202002;1;1;20;4;2;Monte S.C.de Andagoia;Andagoia E.L.M.;False;False
28704;0202003;1;1;20;4;2;Monte S.C.de Aprikano;Aprikano E.L.M.;False;False
28705;0202004;1;1;20;4;2;Monte S.C.de Archua;Archua E.L.M.;False;False
28706;0202005;1;1;20;4;2;Monte S.C.de Arriano;Arriano E.L.M.;False;False
28707;0202006;1;1;20;4;2;Monte S.C.de Katadiano;Katadiano E.L.M.;False;False
28708;0202007;1;1;20;4;2;Monte S.C.de Etxabarri-Kuartango;Etxabarri-Kuartango E.L.M.;False;False
28709;0202008;1;1;20;4;2;Monte S.C.de Guillarte;Guillarte E.L.M.;False;False
28710;0202009;1;1;20;4;2;Monte S.C.de Iñurrieta;Iñurrieta E.L.M.;False;False
28711;0202010;1;1;20;4;2;Monte S.C.de Jokano;Jokano E.L.M.;False;False
28712;0202011;1;1;20;4;2;Monte S.C.de Luna;Luna E.L.M.;False;False
28713;0202012;1;1;20;4;2;Monte S.C.de Marinda;Marinda E.L.M.;False;False
28714;0202013;1;1;20;4;2;Monte S.C.de Santa eulalia;Santa eulalia E.L.M.;False;False
28715;0202014;1;1;20;4;2;Monte S.C.de Sendadiano;Sendadiano E.L.M.;False;False
28716;0202015;1;1;20;4;2;Monte S.C.de Tortura;Tortura E.L.M.;False;False
28717;0202016;1;1;20;4;2;Monte S.C.de Uribarri-Kuartango;Uribarri-Kuartango E.L.M.;False;False
28718;0202017;1;1;20;4;2;Monte S.C.de Urbina de Basabe;Urbina de Basabe E.L.M.;False;False
28719;0202018;1;1;20;4;2;Monte S.C.de Urbina Eza;Urbina Eza E.L.M.;False;False
28720;0202019;1;1;20;4;2;Monte S.C.de Villamanca;Villamanca E.L.M.;False;False
28721;0202020;1;1;20;4;2;Monte S.C.de Zuhatzu-Kuartango;Zuhatzu-Kuartango E.L.M.;False;False
28722;0202100;1;1;21;4;2;Monte S.C. del Ayuntamiento;Burgelu/Elburgo;False;False
28723;0202101;1;1;21;4;2;Monte S.C.de Añua;Añua E.L.M.;False;False
28724;0202102;1;1;21;4;2;Monte S.C.de Arbulo/Arbulu;Arbulo/Arbulu E.L.M.;False;False
28725;0202103;1;1;21;4;2;Monte S.C.de Argomaniz;Argomaniz E.L.M.;False;False
28726;0202104;1;1;21;4;2;Monte S.C.de Elburgo/Burgelu;Elburgo/Burgelu E.L.M.;False;False
28727;0202105;1;1;21;4;2;Monte S.C.de Gaceta;Gaceta E.L.M.;False;False
28728;0202106;1;1;21;4;2;Monte S.C.de Hijona/Ixona;Hijona/Ixona E.L.M.;False;False
28729;0202107;1;1;21;4;2;Monte S.C.de Orenin;Orenin E.L.M.;False;False
28730;0202199;1;1;21;4;2;Monte S.C.de Guevara-Echavarri;Guevara-Echavarri E.L.M.;False;False
28731;0202200;1;1;22;4;2;Monte S.C. del Ayuntamiento;Elciego;False;False
28732;0202201;1;1;22;4;2;Monte S.C.de Elciego;Elciego E.L.M.;False;False
28733;0202300;1;1;23;4;2;Monte S.C. del Ayuntamiento;Bilar/Elvillar;False;False
28734;0202301;1;1;23;4;2;Monte S.C.de Elvillar;Elvillar E.L.M.;False;False
28735;0202700;1;1;27;4;2;Monte S.C. del Ayuntamiento;Iruraiz-gauna;False;False
28736;0202701;1;1;27;4;2;Monte S.C.de Acilu;Acilu E.L.M.;False;False
28737;0202702;1;1;27;4;2;Monte S.C.de Alaitza;Alaitza E.L.M.;False;False
28738;0202703;1;1;27;4;2;Monte S.C.de Arrieta;Arrieta E.L.M.;False;False
28739;0202704;1;1;27;4;2;Monte S.C.de Erenchun;Erenchun E.L.M.;False;False
28740;0202705;1;1;27;4;2;Monte S.C.de Ezquerecocha;Ezquerecocha E.L.M.;False;False
28741;0202706;1;1;27;4;2;Monte S.C.de Gaceo;Gaceo E.L.M.;False;False
28742;0202707;1;1;27;4;2;Monte S.C.de Gauna;Gauna E.L.M.;False;False
28743;0202708;1;1;27;4;2;Monte S.C.de Guereñu;Guereñu E.L.M.;False;False
28744;0202709;1;1;27;4;2;Monte S.C.de Jauregui;Jauregui E.L.M.;False;False
28745;0202710;1;1;27;4;2;Monte S.C.de Langarica;Langarica E.L.M.;False;False
28746;0202711;1;1;27;4;2;Monte S.C.de Trokoniz;Trokoniz E.L.M.;False;False
28747;0202800;1;1;28;4;2;Monte S.C. del Ayuntamiento;Labastida;False;False
28748;0202801;1;1;28;4;2;Monte S.C.de Labastida;Labastida E.L.M.;False;False
28749;0202802;1;1;28;4;2;Monte S.C.de Salinillas de  Buradon;Salinillas de  Buradon E.L.M.;False;False
28750;0203000;1;1;30;4;2;Monte S.C. del Ayuntamiento;Lagran;False;False
28751;0203001;1;1;30;4;2;Monte S.C.de Lagran;Lagran E.L.M.;False;False
28752;0203002;1;1;30;4;2;Monte S.C.de Pipaon;Pipaon E.L.M.;False;False
28753;0203003;1;1;30;4;2;Monte S.C.de Villaverde;Villaverde E.L.M.;False;False
28754;0203100;1;1;31;4;2;Monte S.C. del Ayuntamiento;Laguardia;False;False
28755;0203101;1;1;31;4;2;Monte S.C.de El campillar;El campillar E.L.M.;False;False
28756;0203102;1;1;31;4;2;Monte S.C.de Laguardia;Laguardia E.L.M.;False;False
28757;0203103;1;1;31;4;2;Monte S.C.de Laserna;Laserna E.L.M.;False;False
28758;0203104;1;1;31;4;2;Monte S.C.de Paganos;Paganos E.L.M.;False;False
28759;0203200;1;1;32;4;2;Monte S.C. del Ayuntamiento;Lantziego/Lanciego;False;False
28760;0203201;1;1;32;4;2;Monte S.C.de Assa;Assa E.L.M.;False;False
28761;0203202;1;1;32;4;2;Monte S.C.de Lanciego/Lantziego;Lanciego/Lantziego E.L.M.;False;False
28762;0203203;1;1;32;4;2;Monte S.C.de Viñaspre;Viñaspre E.L.M.;False;False
28763;0203300;1;1;33;4;2;Monte S.C. del Ayuntamiento;Lapuebla de Labarca;False;False
28764;0203301;1;1;33;4;2;Monte S.C.de Lapuebla de  lab;Lapuebla de  Labarca E.L.M.;False;False
28765;0203400;1;1;34;4;2;Monte S.C. del Ayuntamiento;Leza;False;False
28766;0203401;1;1;34;4;2;Monte S.C.de Leza;Leza E.L.M.;False;False
28767;0203600;1;1;36;4;2;Monte S.C. del Ayuntamiento;Llodio;False;False
28768;0203601;1;1;36;4;2;Monte S.C.de Llodio;Llodio E.L.M.;False;False
28769;0203700;1;1;37;4;2;Monte S.C. del Ayuntamiento;Arraia-Maeztu;False;False
28770;0203701;1;1;37;4;2;Monte S.C.de Aletxa;Aletxa E.L.M.;False;False
28771;0203702;1;1;37;4;2;Monte S.C.de Apéllaniz/Apinaiz;Apéllaniz/Apinaiz E.L.M.;False;False
28772;0203703;1;1;37;4;2;Monte S.C.de Arenaza;Arenaza E.L.M.;False;False
28773;0203704;1;1;37;4;2;Monte S.C.de Atauri;Atauri E.L.M.;False;False
28774;0203705;1;1;37;4;2;Monte S.C.de Azaceta;Azaceta E.L.M.;False;False
28775;0203706;1;1;37;4;2;Monte S.C.de Cicujano;Cicujano E.L.M.;False;False
28776;0203707;1;1;37;4;2;Monte S.C.de Korres;Korres E.L.M.;False;False
28777;0203708;1;1;37;4;2;Monte S.C.de Ibisate;Ibisate E.L.M.;False;False
28778;0203709;1;1;37;4;2;Monte S.C.de Leorza;Leorza E.L.M.;False;False
28779;0203710;1;1;37;4;2;Monte S.C.de Maeztu/Maestu;Maeztu/Maestu E.L.M.;False;False
28780;0203711;1;1;37;4;2;Monte S.C.de Musitu;Musitu E.L.M.;False;False
28781;0203712;1;1;37;4;2;Monte S.C.de Onraita;Onraita E.L.M.;False;False
28782;0203713;1;1;37;4;2;Monte S.C.de Roitegui;Roitegui E.L.M.;False;False
28783;0203714;1;1;37;4;2;Monte S.C.de Sabando;Sabando E.L.M.;False;False
28784;0203715;1;1;37;4;2;Monte S.C.de Virgala Mayor;Virgala Mayor E.L.M.;False;False
28785;0203716;1;1;37;4;2;Monte S.C.de Virgala Menor;Virgala Menor E.L.M.;False;False
28786;0203900;1;1;39;4;2;Monte S.C. del Ayuntamiento;Moreda de Álava;False;False
28787;0203901;1;1;39;4;2;Monte S.C.de Moreda de Álava;Moreda de Álava E.L.M.;False;False
28788;0204100;1;1;41;4;2;Monte S.C. del Ayuntamiento;Navaridas;False;False
28789;0204101;1;1;41;4;2;Monte S.C.de Navaridas;Navaridas E.L.M.;False;False
28790;0204200;1;1;42;4;2;Monte S.C. del Ayuntamiento;Okondo;False;False
28791;0204201;1;1;42;4;2;Monte S.C.de Okondo;Okondo E.L.M.;False;False
28792;0204202;1;1;42;4;2;Monte S.C.de San Román;San Román E.L.M.;False;False
28793;0204203;1;1;42;4;2;Monte S.C.de San Román;San Román E.L.M.;False;False
28794;0204204;1;1;42;4;2;Monte S.C.de Ugalde;Ugalde E.L.M.;False;False
28795;0204205;1;1;42;4;2;Monte S.C.de Villachica;Villachica E.L.M.;False;False
28796;0204206;1;1;42;4;2;Monte S.C.de Zudiviarte;Zudiviarte E.L.M.;False;False
28797;0204300;1;1;43;4;2;Monte S.C. del Ayuntamiento;Oion-Oyon;False;False
28798;0204301;1;1;43;4;2;Monte S.C.de Barriobusto;Barriobusto E.L.M.;False;False
28799;0204302;1;1;43;4;2;Monte S.C.de Labraza;Labraza E.L.M.;False;False
28800;0204303;1;1;43;4;2;Monte S.C.de Oyon-Oion;Oyon-Oion E.L.M.;False;False
28801;0204400;1;1;44;4;2;Monte S.C. del Ayunt.;Peñacerrada-Urizaharra;False;False
28802;0204401;1;1;44;4;2;Monte S.C.de Baroja;Baroja E.L.M.;False;False
28803;0204402;1;1;44;4;2;Monte S.C.de Faido;Faido E.L.M.;False;False
28804;0204403;1;1;44;4;2;Monte S.C.de Loza;Loza E.L.M.;False;False
28805;0204404;1;1;44;4;2;Monte S.C.de Montoria;Montoria E.L.M.;False;False
28806;0204405;1;1;44;4;2;Monte S.C.de Payueta;Payueta E.L.M.;False;False
28807;0204406;1;1;44;4;2;Monte S.C.de Peñacerrada;Peñacerrada-Urizaharra E.L.M.;False;False
28808;0204600;1;1;46;4;2;Monte S.C. del Ayuntamiento;Ribera Alta;False;False
28809;0204601;1;1;46;4;2;Monte S.C.de Antezana de la  Ribera;Antezana de la  Ribera E.L.M.;False;False
28810;0204602;1;1;46;4;2;Monte S.C.de Anucita;Anucita E.L.M.;False;False
28811;0204603;1;1;46;4;2;Monte S.C.de Arbigano;Arbigano E.L.M.;False;False
28812;0204604;1;1;46;4;2;Monte S.C.de Arreo;Arreo E.L.M.;False;False
28813;0204605;1;1;46;4;2;Monte S.C.de Artaza;Artaza E.L.M.;False;False
28814;0204606;1;1;46;4;2;Monte S.C.de Barron;Barron E.L.M.;False;False
28815;0204607;1;1;46;4;2;Monte S.C.de Basquiñuelas;Basquiñuelas E.L.M.;False;False
28816;0204608;1;1;46;4;2;Monte S.C.de Caicedo-Sopeña;Caicedo-Sopeña E.L.M.;False;False
28817;0204609;1;1;46;4;2;Monte S.C.de Castillo-Sopeña;Castillo-Sopeña E.L.M.;False;False
28818;0204610;1;1;46;4;2;Monte S.C.de Escota;Escota E.L.M.;False;False
28819;0204611;1;1;46;4;2;Monte S.C.de Hereña;Hereña E.L.M.;False;False
28820;0204612;1;1;46;4;2;Monte S.C.de Lasierra;Lasierra E.L.M.;False;False
28821;0204613;1;1;46;4;2;Monte S.C.de Lasierra;Lasierra E.L.M.;False;False
28822;0204614;1;1;46;4;2;Monte S.C.de Leciñana oca;Leciñana oca E.L.M.;False;False
28823;0204615;1;1;46;4;2;Monte S.C.de Morillas;Morillas E.L.M.;False;False
28824;0204616;1;1;46;4;2;Monte S.C.de Mimbredo;Mimbredo E.L.M.;False;False
28825;0204617;1;1;46;4;2;Monte S.C.de Morillas;Morillas E.L.M.;False;False
28826;0204618;1;1;46;4;2;Monte S.C.de Nuvilla;Nuvilla E.L.M.;False;False
28827;0204619;1;1;46;4;2;Monte S.C.de Ormijana;Ormijana E.L.M.;False;False
28828;0204620;1;1;46;4;2;Monte S.C.de Paul;Paul E.L.M.;False;False
28829;0204621;1;1;46;4;2;Monte S.C.de Pobes;Pobes E.L.M.;False;False
28830;0204622;1;1;46;4;2;Monte S.C.de San Miguel;San Miguel E.L.M.;False;False
