IdEstacionMeteorologica;Nombre;Huso;X;Y;codigoalternativo;identificadoraemet;fechabaja
020096;IDILLA895;0;0;0;;;
020097;ONTUR C.U. / CENTRO;0;0;0;;SUREMET;
020098;EL MADROÑO;0;0;0;;SUREMET;
020099;POZUELO - LA ERA;0;0;0;;SUREMET;
020100;POZUELO C.U.;0;0;0;;SUREMET;
020101;EL SAHÚCO;0;0;0;;SUREMET;
020102;EL BERRO;0;0;0;;SUREMET;
020103;NAVA DE ARRIBA;0;0;0;;;
020104;RINCÓN DEL MORO;0;0;0;;;
020105;LA CARRASQUILLA;0;0;0;;;
020106;POLOPE;0;0;0;;;
020107;TOBARRA-LOS GREDEROS (MAÑÁN);0;0;0;;;
020108;TORRE-UCHEA;0;0;0;;;
020109;LAS HAZAS-CASA POTRILLA;0;0;0;;;
020110;ISSO-COOPERATIVA;0;0;0;;;
020111;HELLÍN C.U. / Bº PALOMAR;0;0;0;;;
020112;TAZONA;0;0;0;;;
020113;ELCHE DE LA SIERRA C.U.;0;0;0;;;
020114;LAS MIELERAS-DEHESA DE AYNA;0;0;0;;;
020115;CASA DE LO ALTO-LA SARGUILLA;0;0;0;;;
020116;AYNA C.U.;0;0;0;;;
020117;BOGARRA C.U.;0;0;0;;;
020118;BATÁN DEL PUERTO;0;0;0;;;
020119;PATERNA DEL MADERA C.U.;0;0;0;;;
020120;ALCARAZ C.U. ;0;0;0;;;
020121;PLAÑEL - EL MAJAL;0;0;0;;;
020122;LA FUENSANTA;0;0;0;;;
020123;YESTE C.U. / CENTRO;0;0;0;;;
020124;MOROPECHE;0;0;0;;;
020125;ALDEA DE TÚS;0;0;0;;;
020126;MAJADA-CARRASCA;0;0;0;;;
020127;CAMPING RÍO TÚS;0;0;0;;;
020128;LOS COLLADOS;0;0;0;;;
020129;VILLAVERDE DE GUADALIMAR C.U.;0;0;0;;;
020130;CAMPAMENTO DE SAN JUAN;0;0;0;;;
020131;PSICIFACTORÍA MUNDOVA;0;0;0;;;
020132;RIÓPAR C.U. / LA FONTANILLA;0;0;0;;;
020133;FUENTE EL OJICO;0;0;0;;;
020134;CERRO SAN JORGE;0;0;0;;;
020135;C.U. CENTRO. CASA DE VES;0;0;0;;;
020136;C.U. CENTRO CARCELÉN;0;0;0;;;
020137;C.U. CENTRO. ABENJIBRE;0;0;0;;;
020138;C.U. CENTRO. CENIZATE;0;0;0;;;
020139;C.U. CENTRO. MAHORA;0;0;0;;;
020140;C.U. CENTRO VILLAMALEA;0;0;0;;;
020141;C.U. CENTRO. BONILLO;0;0;0;;;
020142;C.U. CENTRO. FUENSANTA;0;0;0;;;
020143;COOPERATIVA MINAYA;0;0;0;;;
020144;C.U. ESTE. ALBACETE;0;0;0;;;
020145;BARRIO SAN PEDRO. ALBACETE;0;0;0;;;
020146;AGUAS NUEVAS. ALBACETE;0;0;0;;;
020147;EL SALOBRAL;0;0;0;;;
020148;C.U. CENTRO. CHINCHILLA;0;0;0;;;
020149;C.U.CENTRO.VILLAR DE CHINCHILL;0;0;0;;;
020150;C.U. POCICO ARENAS;0;0;0;;;
020151;SANTUARIO DE BELÉN;0;0;0;;;
020152;C.U. CENTRO. CORRAL RUBIO;0;0;0;;;
020153;PETROLA C.U.;0;0;0;;;
020154;LOS ESPETONES. ALMANSA;0;0;0;;;
020155;C.U. CENTRO. ALMANSA;0;0;0;;;
020156;C.U.MERCADO CENTRAL. ALMANSA;0;0;0;;;
020157;C.U. PROTECCIÓN CIVIL. ALMANSA;0;0;0;;;
020158;CASA ALFONSO. ALMANSA;0;0;0;;;
020159;VENTA DEL PUERTO.PUERTO ALMANS;0;0;0;;;
020160;FINCA MATAPORRAS. ALMANSA;0;0;0;;;
020161;LENTISCO. CAUDETE;0;0;0;;;
020162;C.U. CENTRO. CAUDETE;0;0;0;;;
020163;HERRADA JACINTO. CAUDETE;0;0;0;;;
020164;FUENTELAMO C.U. ;0;0;0;;;
020165;Otra Provincia (Jumilla);0;0;0;IJUMIL38;;
020166;Otra provincia (La Matea);0;0;0;ISANTI44;;
030001;Maigmó;;;;;;
030002;Coll de Rates;;;;;;
030003;Fuente Roja;;;;;;
030004;Mariola;;;;;;
030005;Almisera;;;;;;
030006;Aitana;;;;;;
030007;Reconco;;;;;;
030008;Salviar;;;;;;
030009;Santa Faz;;;;;;
030010;Cocoll;;;;;;
030011;Serrella;;;;;;
030012;Aixorta;;;;;;
030013;Cabezo;;;;;;
030014;Reclot;;;;;;
030015;Portátil;0;0;0;2;;
030016;Aeropuerto l'Altet;30;712468;423998;;;
030017;EL PINÓS/PINOSO;;;;;7247X;
030018;ALICANTE-ELCHE AEROPUERTO;;;;;8019;
030019;ALACANT/ALICANTE;;;;;8025;
030020;JÁVEA/ XÀBIA;;;;;8050X;
040001;María;;;;;;
040002;Serón;;;;;;
040003;Abla;;;;;6302A;
040004;Alhama;;;;;;
040005;ADRA;;;;;6277B;
040006;ROQUETAS DE MAR;;;;;6293X;
040007;ALMERÍA;;;;;6297;
040008;ALMERÍA AEROPUERTO;;;;;6325O;
040009;CARBONERAS;;;;;6332X;
040010;HUÉRCAL-OVERA;;;;;6367B;
040011;ALBORÁN;;;;;6381;
040012;EL EJIDO_SIVA08;0;0;0;SIVA08;;
040013;EL BOTICARIO_SIVA61;0;0;0;SIVA61;;
040014;LA JOYA_SIVA62;0;0;0;SIVA62;;
040015;RAIF ABLA_AL006;0;0;0;RAIF_AL006;;
040016;RAIF_LAUJAR DE ANDARAX_AL011;0;0;0;RAIF_AL011;;
040017;LA MOJONERA_RIA0401;0;0;0;;;
040018;TABERNAS_RIA0404;0;0;0;;;
040019;HUERCAL OVERA_RIA0407;0;0;0;;;
040020;NIJAR_RIA0411;0;0;0;;;
040021;TIJOLA_RIA0412;0;0;0;;;
040022;CUEVAS DE ALMANZORA_RIA0408;0;0;0;;;
040023;ALMERIA_RIA0402;0;0;0;;;
040024;RAIF_SAN ISIDRO DE NIJAR_AL001;0;0;0;;;
040025;BERJA_SIMIF;0;0;0;;;
040026;ALBOX_PART006;0;0;0;;;
040027;FIÑANA_SIMIF;0;0;0;;;
040028;BENAHADUX_SIVA60;0;0;0;;;
040029;FIÑANA_RIA0405;0;0;0;RIA0405;;
040030;ANTAS_RAIFAL002;0;0;0;RAIFAL002;;
040031;CUEVAS_RIA0406;0;0;0;RIA0406;;
050001;METEOSIG ;0;0;0;;;
050002;OTRA PROVINCIA;0;0;0;;;
050003;ESTACION PORTATIL;0;0;0;;;
050004;MUÑOTELLO;30;326896;4490073;;2430Y;
050005;GOTARRENDURA;30;353118;4521223;;2453E;
050006;AREVALO;30;4521223;4548124;;2456B;
050007;RIVILLA DE BARAJAS;30;329925;4527645;;2512Y;
050008;BARCO DE AVILA;30;286072;4470238;;2828Y;
050009;PUERTO EL PICO;30;329039;4467409;;3319D;
050010;CEBREROS;30;376580;4480666;;3337U;
050011;CANDELEDA;30;303093;4445766;;3422D;
050012;Candeleda;0;0;0;;;
050013;Las Tejoneras;0;0;0;;;
050014;El Alijar;30;4494031;111110;;;
050015;PIEDRAGUDA;30;319628;4473551;;;
05B001;Cebreros;;;;;;
05B002;Piedralaves;;;;;;
05B003;El Barco;;;;;;
05B004;Puerto el Pico;;;;;;
05I001;Nava de Arévalo;;;;;;
05T001;C.F. Arenas;;;;;;
05T002;Cabeza Mesada;;;;;;
05T003;Cruz de Seroles;;;;;;
05T004;El Amoclén;;;;;;
05T005;El Refugio;;;;;;
05T006;La Cebrera;;;;;;
05T007;La Cuquilla;;;;;;
05T008;La Lastra;;;;;;
05T009;La Pinosa;;;;;;
05T010;La Sillita;;;;;;
05T011;Las Portillas;;;;;;
05T012;Orzaduero;;;;;;
05T013;ÁVILA;;;;;2444;
05T014;ÁVILA, AYUNTAMIENTO;;;;;2444C;
05T015;NAVARREDONDA DE GREDOS;;;;;2811A;
05T016;SOTILLO DE LA ADRADA;;;;;3391;
060001;Sagrajas;;;;;;
060002;Mérida;;;;;4410X;
060003;Villagonzalo;;;;;;
060004;Villafranca de los Barros;;;;;;
060005;Palazuelo;;;;;;
060006;Don Benito;;;;;4358X;
060007;Zalamea;;;;;;
060008;Monterrubio;;;;;;
060009;Jerez de los Caballeros;;;;;4511C;
060010;Olivenza;;;;;;
060011;Almendralejo;;;;;;
060012;Talavera la Real;;;;;;
060013;Guadajira- La Orden;;;;;;
060014;Azuaga;30;265006;4238939;;;
060015;Fregenal de la Sierra;0;0;0;;;
060016;BADAJOZ AEROPUERTO;;;;;4452;
060017;ZAFRA;0;0;0;;;
070000;Estación portátil;;;;;;
070001;Albufera;;;;;;
070002;Eivissa aeroport;;;;;B954;
070003;Son San Joan;;;;;B278;
070004;Menorca aeroport;;;;;B893;
070005;Randa;;;;;;
070006;S'Hostalet;;;;;;
070007;Santa Magdalena;;;;;;
070008;Es Reco;;;;;;
070009;Garrafa;;;;;;
070010;San Jordi;;;;;;
070011;Tudossa;;;;;;
070012;Son Vida;;;;;;
070013;Sant Salvador;;;;;;
070014;Mondrago;;;;;;
070015;La Victoria;;;;;;
070016;Sobremunt;;;;;;
070017;Galatzo;;;;;;
070018;Alfabia;;;;;;
070019;Son Segui;;;;;;
070020;Puig Pollença;;;;;;
070021;Penyal d'Honor;;;;;;
070022;Fornalutx;;;;;;
070023;Sant Josep;;;;;;
070024;Sant Llorenç;;;;;;
070025;Sant Joan;;;;;;
070026;Corb Mari;;;;;;
070027;Camp Vell;;;;;;
070028;Sant Vicenç;;;;;;
070029;Monte Toro;;;;;;
070030;S'Enclusa;;;;;;
070031;Porto Pi;;;;;;
070032;Dique del Oeste;;;;;;
070033;Cas Catala;;;;;;
070034;Valldemosa;;;;;;
070035;Serra d'Alfabia;;;;;;
070036;Lluc;;;;;;
070037;Port de Pollença;;;;;;
070038;Sa Canova;;;;;;
070039;Campanet;;;;;;
070040;Son Esteras;;;;;;
070041;Porreres;;;;;B346X;
070042;Portocolom;;;;;B434X;
070043;Faro;;;;;;
070044;La Mola;;;;;;
070045;ESCORCA, LLUC;;;;;B013X;
070046;PALMA, PUERTO;;;;;B228;
070047;SIERRA DE ALFABIA, BUNYOLA;;;;;B248;
070048;CAPDEPERA;;;;;B569X;
070049;SA POBLA;;;;;B691Y;
080001;Estació portàtil;;;;;;
080002;Canaletes;;;;;;
080003;Font-rubí;;;;;;
080004;la Granada;;;;;;
080005;Sant Martí Sarroca;;;;;;
080006;Els Hostalets de Pierola;;;;;;
080007;Òdena;;;;;;
080008;Castellnou de Bages;;;;;;
080009;El Pont de Vilomara;;;;;;
080010;Montserrat;;;;;;
080011;Sant Salvador de Guardiola;;;;;;
080012;Begues;;;;;;
080013;Vallirana;;;;;;
080014;Viladecans;;;;;;
080015;Badalona;;;;;;
080016;Barcelona-Fabra;;;;;;
080017;Barcelona-Ciutadella;;;;;;
080018;Santuari de Queralt;;;;;;
080019;Gisclareny;;;;;;
080020;Guardiola de Berguedà;;;;;;
080021;la Quar;;;;;;
080022;Das;;;;;;
080023;Malniu;;;;;;
080024;Cadí Nord;;;;;;
080025;Sant Pere de Ribes;;;;;;
080026;Cabrils;;;;;;
080027;Dosrius;;;;;;
080028;Malgrat de Mar;;;;;;
080029;Vilassar de Mar;;;;;;
080030;Gurb;;;;;;
080031;Montesquiu;;;;;;
080032;Muntanyola;;;;;;
080033;Orís;;;;;;
080034;Perafita;;;;;;
080035;Viladrau;;;;;;
080036;Viladrau;;;;;;
080037;Vilanova de Sau;;;;;;
080038;Cerdanyola;;;;;;
080039;Rellinars;;;;;;
080040;Sant Llorenç Savall;;;;;;
080041;Vacarisses;;;;;;
080042;Caldes de Montbui;;;;;;
080043;Montmeló;;;;;;
080044;Tagamanent;;;;;;
080045;Vilanova del Vallès;;;;;;
080046;Sant Sadurni d'Anoia;0;0;0;;;
080047;SABADELL (PARC AGRARI);0;0;0;;;
080048;Sant Dimes;0;0;0;;;
080049;SANT CUGAT DEL VALLÈS;0;0;0;;;
080050;ÓDENA;0;0;0;;;
080051; Parets del Vallès;0;0;0;;;
080052;FOGARS DE LA SELVA;0;0;0;;;
080053;CASTELLBISBAL;0;0;0;;;
080054;EL PRAT DE LLOBREGAT;0;0;0;;;
080055;ÁREA DE INICIO DEL INCENDIO;0;0;0;;;
080056;LA PANADELLA;0;0;0;;;
080057;Artés;0;0;0;;;
080058;Sant Celoni;0;0;0;;;
080059;VIC;0;0;0;;;
080060;PARETS DEL VALLÈS;0;0;0;;;
080061;CANYELLES;0;0;0;;;
080062;PUIG SES OLLES;0;0;0;;;
080063;ODENA ;0;0;0;;;
080064;VALLIRANA;0;0;0;;;
080065;BARCELONA AEROPUERTO;;;;;0076;
080066;MANRESA;;;;;0149X;
080067;BARCELONA, FABRA;;;;;0200E;
080068;BARCELONA;;;;;0201D;
080069;SABADELL AEROPUERTO;;;;;0229I;
080070;ARENYS DE MAR;;;;;0252D;
080071;SANTA SUSANNA;;;;;0255B;
09B001;Medina de Pomar;;;;;9051;
09B002;Pradoluengo;;;;;;
09I001;Miranda de Ebro;;;;;;
09I002;Valle de Valdelucio;;;;;;
09I003;Lerma;;;;;;
09I004;Tardajos;;;;;;
09I005;Valdocondes;;;;;;
09I006;Valle de Losa;0;0;0;;;
09I007;Condado de Treviño;;;;;;
09I008;Santa Gadea del Cid.;0;0;0;;;
09I009;Fuentecantos (SO);;;;;;
09T001;Central;;;;;;
09T002;La Demanda;;;;;;
09T003;C.F. Quintanar;;;;;;
09T004;El Peñedo;;;;;;
09T005;Carmona;;;;;;
09T006;C.F. Hontoria;;;;;;
09T007;Costalago;;;;;;
09T008;La Calabaza;;;;;;
09T009;El Cerro;;;;;;
09T010;San Cristobal;;;;;;
09T011;El Castro;;;;;;
09T012;Castillo;;;;;;
09T013;Salegar;;;;;;
09T014;Gayubar;;;;;;
09T015;Peñaguda;;;;;;
09T016;Alto Casarejos;;;;;;
09T017;Las Zarras;;;;;;
09T018;Montemayor;;;;;;
09T019;Valdesosoldo;;;;;;
09T020;Páramo de Masa;;;;;;
09T021;Cielma;;;;;;
09T022;C.F. Oña;;;;;;
09T023;Susenes;;;;;;
09T024;Tablones;;;;;;
09T025;Colladio;;;;;;
09T026;Alto Bedón;;;;;;
09T027;Alto de Guardia;;;;;;
09T028;C.F. nava;;;;;;
09T029;Los Mazos;;;;;;
09T030;Treviño;;;;;;
09T031;Alto Mancubo;;;;;;
09T032;Peña Lastra;;;;;;
09T033;Nava de Mena;0;0;0;;;
09T034;ARANDA DE DUERO;;;;;2117D;
09T035;PALACIOS DE LA SIERRA;;;;;2298;
09T036;BURGOS AEROPUERTO;;;;;2331;
09T037;BELORADO;;;;;9111;
1;En el lugar del incendio;0;0;;;;
100001;Hurdes-Azabal;;;;;;
100002;Zarza de Granadilla;;;;;;
100003;Gargantilla;;;;;;
100004;Valdastillas;;;;;;
100005;Moraleja;;;;;;
100006;Aldehuela del Jerte;;;;;;
100007;Coria;;;;;;
100008;Jarandilla;;;;;;
100009;Talayuela;;;;;;
100010;Tejeda de Tiétar;;;;;;
100011;Casatejada;;;;;;
100012;Peraleda de la Mata;;;;;;
100013;Valdesalor;;;;;;
100014;Madrigalejo;;;;;;
100015;Pinofranqueado;;;;;;
100016;Cáceres UMMT;;;;;;
100017;Madrigal de la Vera;0;0;0;;;
100018;Guadalupe;0;0;0;;;
100019;Aldeanueva de la Vera;0;0;0;;;
100020;CÁCERES;;;;;3469A;
100021;PLASENCIA;;;;;3519X;
100022;CORIA;;;;;3526X;
100023;VALENCIA DE ALCÁNTARA;;;;;3576X;
110001;COP Cádiz;;;;;;
110002;Alcalá de los Gazules;;;;;;
110003;Algodonales;;;;;;
110004;Facinas;;;;;;
110005;La Jarda;;;;;;
110006;Fates;;;;;;
110007;Puerto de las Yeguas;;;;;;
110008;Jerez de la Frontera Bta;;;;;;
110009;Jerez de la Frontera;;;;;;
110010;Sanlúcar de Barrameda;;;;;;
110011;Villamartín;;;;;;
110012;Conil de la Frontera;;;;;;
110013;Vejer de la Frontera;;;;;5995B;
110014;Jimena de la Frontera;;;;;;
110015;Puerto de Santa María;;;;;;
110016;Biif Cádiz;;;;;;
110017;ROTA, BASE NAVAL;;;;;5910;
110018;GRAZALEMA;;;;;5911A;
110019;JEREZ FRONTERA AEROPUERTO;;;;;5960;
110020;SAN FERNANDO;;;;;5972X;
110021;CÁDIZ;;;;;5973;
110022;TARIFA;;;;;6001;
120001;Torreciprés (Morella);;;;;;
120002;Vallibona (Morella);;;;;;
120003;Creu de Gelat (Cinctorres);;;;;;
120004;San Jordi;;;;;;
120005;Ameler (Alcalá de Xivert);;;;;;
120006;Peñagolosa (Vistabella);;;;;;
120007;Sta. Bárbara (Pina Montalgrao);;;;;;
120008;Desierto las Palmas (Benicasim;;;;;;
120009;Peña Amador (El Toro-Bejis);;;;;;
120010;Alto del Pinar (Villamalur);;;;;;
120011;Boqueras (Altura);;;;;;
120012;Puntal del Aljibe (Eslida);;;;;;
120013;Tristany (Segor;;;;;;
120014;Fredes (Pobla de Benifassá);;;;;;
120015;Lloma Bernat (Xodos);;;;;;
120016;Cabezó (Luceda del Cid);;;;;;
120017;Subarra (Benlloch);;;;;;
120018;Picayo (Villfranca del Cid);;;;;;
120019;Canalises ;0;0;0;;;
120020;Frontón (Montanejos);;;;;;
120021;Turmell (Chert);;;;;;
120022;La Muela (Fanzara);;;;;;
120023;Canals (Castell de Cabres);;;;;;
120024;Pico del Águila (Segorbe);;;;;;
120025;Central de Castellón;;;;;;
120026;Feliciano (Jérica);;;;;;
120027;San José (La Salzadella);;;;;;
120028;Portátil;0;0;0;2;;
120029;VILLAFRANCA CID/VILLAFRANCA;;;;;8489X;
120030;CASTELLÓ - ALMASSORA;;;;;8500A;
120031;CASTELLÓ DE LA PLANA;;;;;8501;
120032;VINARÒS;;;;;8523X;
120033;CASTELLFORT;;;;;9563X;
130002;Base La Garganta;;;;;;
130003;Base Riofrio;;;;;;
130004;Base de La Atalaya;;;;;;
130005;Gomez Ibañez;30;;;;;
130006;Base HC Robledo del Buey (To);;;;;;
130007;Base de Alcoba;30;381268;4350622;;;
130008;Base de Villahermosa;30;513675;4288959;;;
130009;TOMELLOSO;;;;;4103X;
130010;CIUDAD REAL;;;;;4121;
130011;CIUDAD REAL, INSTITUTO;;;;;4121C;
130012;VALDEPEÑAS;;;;;4147X;
130013;VISO DEL MARQUÉS;;;;;4148;
130014;PUEBLA DE DON RODRIGO;;;;;4220X;
140001;En el lugar del incendio;;;;;;
140710;C. Agricultura y Pesca;;;;;;
140711;HINOJOSA DEL DUQUE;;;;;4267X;
140712;VILLANUEVA DE CÓRDOBA;;;;;5390Y;
140713;CÓRDOBA AEROPUERTO;;;;;5402;
140714;DOÑA MENCÍA;;;;;5427X;
150001;Rus;29;525592;4778204;;;2017-02-08T00:00:00
150002;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
150004;O val;29;564357;4822686;;;2017-02-08T00:00:00
150005;Guísamo;29;558411;4795413;;;2017-02-08T00:00:00
150006;Xanceda;29;559687;4770175;;;2017-02-08T00:00:00
150007;Muxía;29;483257;4770939;;;2017-02-08T00:00:00
150008;Paramos;29;524522;4761070;;;2017-02-08T00:00:00
150011;Costa;29;523695;4738310;;;2017-02-08T00:00:00
150012;Cespón;29;511929;4724695;;;2017-02-08T00:00:00
150013;Xustas;29;623253;4782264;;;2017-02-08T00:00:00
150014;Vilamor;29;634294;4812895;;;2017-02-08T00:00:00
150015;Labrada;29;621301;4806932;;;2017-02-08T00:00:00
150016;Lanzós;29;609804;4803313;;;2017-02-08T00:00:00
150020;Morelle;29;632368;4739484;;;2017-02-08T00:00:00
150021;San Fiz;29;605115;4718805;;;2017-02-08T00:00:00
150023;San Clodio;29;640824;4702617;;;2017-02-08T00:00:00
150024;Olveda;29;595578;4730301;;;2017-02-08T00:00:00
150025;Lourenzá;29;641531;4699764;;;2017-02-08T00:00:00
150026;EVEGA Leiro;29;572606;4690044;;;2017-02-08T00:00:00
150027;Xinzo;29;604750;4659332;;;2017-02-08T00:00:00
150029;Vilamartín;29;657813;4695953;;;2017-02-08T00:00:00
150030;Larouco;29;651828;4690519;;;2017-02-08T00:00:00
150031;Pazo Fontefiz;29;595718;4698127;;;2017-02-08T00:00:00
150032;Arnoia;29;570066;4679150;;;2017-02-08T00:00:00
150033;Prado;29;576916;4684873;;;2017-02-08T00:00:00
150034;Ponte da Boga;29;629076;4693993;;;2017-02-08T00:00:00
150035;Rubiá;29;669576;4701973;;;2017-02-08T00:00:00
150036;Tioira;29;613733;4681157;;;2017-02-08T00:00:00
150037;Montederramo;29;623402;4680907;;;2017-02-08T00:00:00
150038;Corzos;29;665762;4675120;;;2017-02-08T00:00:00
150040;Riós;29;642019;4648609;;;2017-02-08T00:00:00
150041;A Trabe;29;650316;4640057;;;2017-02-08T00:00:00
150042;A Mezquita;29;661557;4653552;;;2017-02-08T00:00:00
150043;Calvos;29;591545;4646115;;;2017-02-08T00:00:00
150044;Barxés;29;586557;4647206;;;2017-02-08T00:00:00
150045;Remuíño;29;571647;4676902;;;2017-02-08T00:00:00
150046;A Granxa;29;539231;4669927;;;2017-02-08T00:00:00
150050;Mouriscade;29;570773;4718356;;;2017-02-08T00:00:00
150051;Camanzo;29;555730;4736527;;;2017-02-08T00:00:00
150053;Louredo;29;533920;4673450;;;2017-02-08T00:00:00
150056;Areas;29;526932;4653263;;;2017-02-08T00:00:00
150057;Torrequintáns;29;523286;4709471;;;2017-02-08T00:00:00
150060;Quinta de Couselo;29;514169;4642564;;;2017-02-08T00:00:00
150061;Areeiro;29;526855;4694795;;;2017-02-08T00:00:00
150062;A Capela;29;576507;4811011;;;2017-02-08T00:00:00
150063;Boimorto;29;569808;4764792;;;2017-02-08T00:00:00
150064;Castro;29;622476;4779244;;;2017-02-08T00:00:00
150070;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
150072;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
150074;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
150075;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
150076;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
150102;10141 - Aldea Nova;29;570028;4823655;;;
150105;10143 - Cariño;29;591531;4842964;;;
150106;10050 - CIS Ferrol;29;560453;4815671;;;
150115;10046 - Marco da Curra;29;589608;4799514;;;
150121;10092 - Punta Candieira;29;576339;4839470;;;
150127;10097 - Serra da Faladoira;29;597767;4827254;;;
150208;14000 - Coruña Dique;29;550658;4801551;;;
150213;10045 - Mabegondo;29;559894;4787889;;;
150214;10093 - Malpica;29;513254;4798147;;;
150222;14003 - Punta Langosteira;29;537991;4799488;;;
150223;10096 - Río do Sol;29;525142;4771438;;;
150303;10144 - Arzúa;29;567344;4753590;;;
150316;10089 - Melide;29;583042;4751037;;;
150318;10094 - Olas;29;558611;4774933;;;
150319;19071 - Ordes;29;547856;4768620;;;
150320;19003 - Pazo de Galegos;29;546230;4737074;;;
150325;10124 - Santiago-EOAS;29;535976;4747139;;;
150326;10095 - Sergude;29;544033;4741285;;;
150407;10049 - Corrubedo;29;497646;4711423;;;
150411;19010 - Lesende;29;513332;4738779;;;
150417;10052 - Muralla;29;518302;4732591;;;
150424;10128 - Sálvora;29;498872;4701395;;;
150501;10153 - A Gándara;29;495360;4772829;;;
150504;10800 - Camariñas;29;485488;4774656;;;
150509;10139 - Coto Muiño;29;502021;4764037;;;
150510;10087 - Fontecada;29;510734;4757343;;;
150512;10135 - Lira;29;489688;4738066;;;
151142;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
151501;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
151502;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
151505;Sin referencia en FIRESP;29;0;0;;;2019-07-01T00:00:00
